SCF Table,!Calculation,Year,Characteristic,Sub-Characteristic,"Secured by primary residence, Mortgages (%)","Secured by primary residence, HELOC (%)",Other residential debt (%),Credit card balances (%),Lines of credit not secured by residential property (%),"Installment loans, Education loans (%)","Installment loans, Vehicle loans (%)","Installment loans, Other loans (%)",Other (%),Any debt (%),"Secured by primary residence, Mortgages ($)","Secured by primary residence, HELOC ($)",Other residential debt ($),Credit card balances ($),Lines of credit not secured by residential property ($),"Installment loans, Education loans ($)","Installment loans, Vehicle loans ($)","Installment loans, Other loans ($)",Other ($),Any debt ($)
13,Public-Real,1989,Race or ethnicity of respondent,Hispanic or Latino,0.30829999999999996,,0.0332,0.346684,,0.09910000000000001,0.296437,0.298931,0.0676,0.7241110000000001,76500.0,,63440.0,2052.45,,7460.0,9329.3,1287.4,5600.0,16457.0
13,Public-Real,1989,Race or ethnicity of respondent,Other or Multiple Race,0.3539,,0.056600000000000004,0.369219,,,0.343044,0.242544,,0.76634,50380.0,,100760.0,1119.52,,,13061.0,1492.6999999999998,,20524.0
13,Public-Real,1989,Current work status of head,Working for someone else,0.4877,0.0418,0.057699999999999994,0.533074,0.045599999999999995,0.1188,0.46774299999999996,0.25382899999999997,0.0748,0.863546,67170.0,35450.0,52240.0,1865.8600000000001,3730.0,5600.0,11195.2,2798.8,3730.0,37317.0
13,Public-Real,1989,Current work status of head,Self-employed,0.4954,0.0404,0.0862,0.293477,0.0446,0.0836,0.360572,0.234071,0.1075,0.800845,59710.0,41050.0,74630.0,1865.8600000000001,18660.0,5600.0,14926.9,7463.4,9330.0,48512.0
13,Public-Real,1989,Current work status of head,Retired,0.159,0.0095,0.0291,0.18321300000000001,,0.0141,0.130471,0.130944,0.0332,0.402231,20520.0,13060.0,26120.0,951.59,,3730.0,9329.3,1679.3,1870.0,9329.0
13,Public-Real,1989,Current work status of head,Other not working,0.1891,,,0.208726,,0.1313,0.10538700000000001,0.244283,,0.6000800000000001,24260.0,,,1119.52,,3730.0,5597.6,932.9,,7072.0
13,Public-Real,1989,Current occupation of head,Managerial or professional,0.5992999999999999,0.0629,0.10869999999999999,0.534162,0.046900000000000004,0.1401,0.46454,0.229465,0.1076,0.906669,82100.0,35450.0,65310.0,2518.91,5600.0,5600.0,13061.0,5597.6,5600.0,74634.0
13,Public-Real,1989,Current occupation of head,"Technical, sales, or services",0.4235,0.0369,0.0462,0.5011760000000001,0.062400000000000004,0.1309,0.42107700000000003,0.229408,0.0493,0.822435,59710.0,35450.0,65310.0,1585.98,3730.0,5600.0,7463.4,1865.8999999999999,3730.0,23099.0
13,Public-Real,1989,Current occupation of head,Other occupation,0.4506,0.026699999999999998,0.035699999999999996,0.450593,0.0281,0.0717,0.464822,0.289804,0.08439999999999999,0.8340810000000001,50380.0,31720.0,24880.0,1585.98,2610.0,7460.0,11195.2,1865.8999999999999,3730.0,29238.0
13,Public-Real,1989,Current occupation of head,Retired or other not working,0.1653,0.0095,0.0287,0.188532,,0.0385,0.125242,0.15457200000000001,0.0378,0.443477,22390.0,7460.0,26120.0,951.59,,3730.0,7463.4,1511.3000000000002,1570.0,7463.0
13,Public-Real,1989,Housing status,Owner,0.604,0.049100000000000005,0.0677,0.438956,0.0277,0.0674,0.386899,0.221141,0.0683,0.782602,57840.0,35450.0,50380.0,1865.8600000000001,5600.0,5600.0,11195.2,3731.7,5600.0,58439.0
13,Public-Real,1989,Housing status,Renter or other,,,0.0232,0.321731,0.038599999999999995,0.1281,0.275535,0.21797799999999998,0.0638,0.616791,,,32650.0,1492.69,1870.0,5600.0,7463.4,1268.8,1490.0,5598.0
13,Public-Real,1989,Percentile of net worth,Less than 25,0.0518,,,0.27589600000000003,0.033,0.1449,0.244739,0.294744,0.076,0.607758,69040.0,,,1865.8600000000001,3730.0,6160.0,5597.6,1492.6999999999998,1120.0,6698.0
13,Public-Real,1989,Percentile of net worth,25–49.9,0.3998,,0.0161,0.482444,0.0342,0.0919,0.412483,0.275227,0.0354,0.781368,52240.0,,22390.0,1306.1000000000001,1870.0,3730.0,10411.5,1865.8999999999999,1680.0,21233.0
13,Public-Real,1989,Percentile of net worth,50–74.9,0.5627,0.0509,0.044000000000000004,0.49143000000000003,0.026099999999999998,0.0682,0.429487,0.186499,0.051100000000000007,0.772135,55980.0,35450.0,26120.0,1772.57,3730.0,7460.0,12408.0,3731.7,1870.0,52505.0
13,Public-Real,1989,Percentile of net worth,75–89.9,0.5836,0.0712,0.09449999999999999,0.433736,0.0259,0.0643,0.34013800000000005,0.144391,0.0867,0.761061,59710.0,33590.0,46650.0,1865.8600000000001,5600.0,7460.0,13061.0,5597.6,7090.0,60006.0
13,Public-Real,1989,Percentile of net worth,90–100,0.44659999999999994,0.0594,0.2039,0.19138100000000002,0.044500000000000005,0.0341,0.239778,0.092371,0.12990000000000002,0.682315,85830.0,50380.0,80230.0,2798.79,18660.0,3730.0,14926.9,20524.5,13060.0,93853.0
13,Public-Real,1992,,All families,0.3849,0.042800000000000005,0.0567,0.43704099999999996,0.0236,0.1066,0.297869,0.190628,0.083886,0.7324639999999999,68760.0,20120.0,41930.0,1677.0700000000002,3350.0,5530.0,8888.5,1844.8,4192.700000000001,28946.0
13,Public-Real,1992,Percentile of income,Less than 20,0.1032,,,0.23352900000000001,,0.1039,0.100428,0.172524,0.047342,0.488999,25160.0,,,838.53,,5030.0,3521.7999999999997,1677.1000000000001,1677.1000000000001,3622.0
13,Public-Real,1992,Percentile of income,20–39.9,0.213,,0.0204,0.42005400000000004,,0.0801,0.239861,0.20961300000000002,0.059767,0.661768,35220.0,,6710.0,1408.74,,4530.0,6037.4,1677.1000000000001,1341.6999999999998,9224.0
13,Public-Real,1992,Percentile of income,40–59.9,0.3489,0.0351,0.0401,0.517845,0.025,0.1414,0.33854100000000004,0.249421,0.089817,0.787761,50310.0,16770.0,26830.0,1509.3600000000001,2680.0,5700.0,6926.3,1677.1000000000001,3354.1,18951.0
13,Public-Real,1992,Percentile of income,60–79.9,0.5589,0.051699999999999996,0.0564,0.55631,0.028999999999999998,0.1144,0.426956,0.19419699999999998,0.096121,0.8501569999999999,73790.0,15090.0,30190.0,2347.9,2520.0,6540.0,10900.9,2180.2000000000003,4863.5,51486.0
13,Public-Real,1992,Percentile of income,80–89.9,0.6681999999999999,0.08689999999999999,0.1001,0.53126,0.0496,0.122,0.436845,0.152204,0.092439,0.872321,92240.0,23480.0,50650.0,2515.6,3020.0,4860.0,12242.6,2280.8,5031.2,91736.0
13,Public-Real,1992,Percentile of income,90–100,0.7326999999999999,0.1528,0.2234,0.383733,0.0429,0.0644,0.330272,0.102635,0.160278,0.874867,134170.0,33540.0,78820.0,3773.4,6710.0,10620.0,13584.300000000001,8385.300000000001,10062.4,157275.0
13,Public-Real,1992,Age of head (years),Less than 35,0.30879999999999996,0.011000000000000001,0.0301,0.517533,0.028399999999999998,0.2427,0.36623,0.268378,0.064107,0.815462,85530.0,15090.0,28510.0,1542.8999999999999,2009.9999999999998,5530.0,8217.599999999999,1542.8999999999999,2347.9,17475.0
13,Public-Real,1992,Age of head (years),35–44,0.5545,0.055,0.0711,0.508928,0.0329,0.1272,0.377222,0.24632400000000002,0.114742,0.8628579999999999,87210.0,16770.0,45280.0,2012.48,3020.0,4530.0,10733.2,1677.1000000000001,5031.2,60374.0
13,Public-Real,1992,Age of head (years),45–54,0.594,0.0827,0.09369999999999999,0.489765,0.0268,0.0535,0.34567,0.206756,0.103516,0.8540099999999999,63730.0,23480.0,57020.0,2599.46,8390.0,6040.0,8720.800000000001,2180.2000000000003,5031.2,45784.0
13,Public-Real,1992,Age of head (years),55–64,0.4003,0.07339999999999999,0.0984,0.370966,0.0163,0.029500000000000002,0.29198,0.133218,0.09589700000000001,0.701541,46960.0,16770.0,33540.0,1677.0700000000002,6710.0,12240.0,8888.5,2515.6,5031.2,32031.999999999996
13,Public-Real,1992,Age of head (years),65–74,0.1722,0.0338,0.0315,0.320529,0.0104,,0.147819,0.085299,0.060221,0.5143439999999999,28510.0,27130.0,28510.0,1274.57,6710.0,,6926.3,3119.3,2515.6,8218.0
13,Public-Real,1992,Age of head (years),75 or more,0.08560000000000001,,0.0066,0.200607,,,0.045702999999999994,0.03697,0.044403,0.315762,46960.0,,401710.0,838.53,,,5702.0,5198.9,4528.1,3941.0
13,Public-Real,1992,Family structure,Single with child(ren),0.2823,,0.0204,0.433894,,0.1508,0.250103,0.27336099999999997,0.078026,0.757274,50310.0,,100620.0,1677.0700000000002,,4530.0,6087.799999999999,1509.4,1593.2,12243.0
13,Public-Real,1992,Family structure,"Single, no child, age less than 55",0.25489999999999996,,0.042199999999999994,0.41239800000000004,0.0246,0.1564,0.238481,0.227256,0.077946,0.72962,67080.0,,25160.0,1559.6699999999998,3350.0,5530.0,9559.300000000001,1509.4,5031.2,14691.0
13,Public-Real,1992,Family structure,"Single, no child, age 55 or more",0.1338,0.0144,0.0171,0.252434,,,0.092199,0.067257,0.036801,0.400479,41930.0,13420.0,46960.0,1006.24,,,8888.5,4360.400000000001,2180.2000000000003,6876.0
13,Public-Real,1992,Family structure,Couple with child(ren),0.6315999999999999,0.0694,0.07200000000000001,0.558981,0.0282,0.1348,0.44033,0.233657,0.10685,0.9091819999999999,83850.0,20120.0,41930.0,2180.19,3020.0,6040.0,8888.5,1844.8,4528.1,62219.0
13,Public-Real,1992,Family structure,"Couple, no child",0.34259999999999996,0.0611,0.0867,0.406294,0.0304,0.0814,0.295485,0.148527,0.08891,0.6931080000000001,53670.0,23480.0,41930.0,1593.22,6710.0,6210.0,9894.7,2498.8,5031.2,28812.0
13,Public-Real,1992,Education of head,No high school diploma,0.1813,,0.0158,0.274104,,0.0242,0.19629200000000002,0.176421,0.062193,0.527421,36900.0,,25160.0,1207.49,,4190.0,5031.2,1677.1000000000001,3354.1,8637.0
13,Public-Real,1992,Education of head,High school diploma,0.3636,0.024,0.0279,0.467453,0.0147,0.0736,0.326708,0.198686,0.079497,0.738322,48630.0,20120.0,36900.0,1677.0700000000002,2350.0,4360.0,7714.5,1677.1000000000001,3354.1,18615.0
13,Public-Real,1992,Education of head,Some college,0.41490000000000005,0.0529,0.062,0.497744,0.0308,0.13390000000000002,0.305508,0.211685,0.070231,0.792107,73790.0,16770.0,60370.0,1677.0700000000002,3690.0,4530.0,11404.1,1710.6,5031.2,32031.999999999996
13,Public-Real,1992,Education of head,College degree,0.5346,0.0821,0.1143,0.475516,0.0404,0.1815,0.33537599999999995,0.17540199999999997,0.1157,0.8297180000000001,100620.0,23480.0,43440.0,2347.9,4190.0,7030.0,10733.2,2515.6,5031.2,72114.0
13,Public-Real,1992,Race or ethnicity of respondent,White non-Hispanic,0.4216,0.0524,0.0644,0.44215699999999997,0.0263,0.10769999999999999,0.313786,0.17930800000000002,0.081631,0.7428170000000001,72110.0,20120.0,41930.0,1760.92,3350.0,5870.0,8888.5,2180.2000000000003,5031.2,36896.0
13,Public-Real,1992,Race or ethnicity of respondent,Black or African-American non-hispanic,0.26780000000000004,0.0194,0.024399999999999998,0.43258800000000003,,0.1261,0.23836400000000002,0.196179,0.094583,0.6918139999999999,38570.0,20120.0,18450.0,1173.95,,4860.0,11571.8,1090.1000000000001,2347.9,9392.0
13,Public-Real,1992,Race or ethnicity of respondent,Hispanic or Latino,0.2521,,0.020499999999999997,0.398044,,0.0828,0.244677,0.297682,0.071581,0.693195,87210.0,,98950.0,2851.02,,5870.0,7379.1,1677.1000000000001,8385.300000000001,15010.0
13,Public-Real,1992,Race or ethnicity of respondent,Other or Multiple Race,0.3221,,0.0794,0.428995,,0.0735,0.287747,0.18620699999999998,0.111654,0.738976,75470.0,,29350.0,1341.65,,2850.0,8217.599999999999,1643.5,3354.1,23781.0
13,Public-Real,1992,Current work status of head,Working for someone else,0.4793,0.048600000000000004,0.0616,0.538638,0.030600000000000002,0.14150000000000001,0.39928600000000003,0.22559300000000002,0.093863,0.856184,75470.0,20120.0,36900.0,1744.15,2680.0,5530.0,9559.300000000001,1677.1000000000001,4192.700000000001,35218.0
13,Public-Real,1992,Current work status of head,Self-employed,0.5811999999999999,0.07690000000000001,0.1295,0.475413,0.0383,0.10060000000000001,0.311909,0.20985199999999998,0.124446,0.850881,100620.0,23480.0,68760.0,2934.87,6710.0,5870.0,10062.4,3354.1,8385.300000000001,72617.0
13,Public-Real,1992,Current work status of head,Retired,0.16219999999999998,0.025699999999999997,0.0258,0.253029,,0.0232,0.120538,0.10089600000000001,0.052166,0.451399,28510.0,16770.0,30190.0,1207.49,,6040.0,6205.2,2515.6,3354.1,9224.0
13,Public-Real,1992,Current work status of head,Other not working,0.2006,,0.025699999999999997,0.292356,,0.1481,0.165701,0.21771100000000002,0.064002,0.643039,38570.0,,45280.0,1257.8,,5030.0,7714.5,1559.7,4192.700000000001,7715.0
13,Public-Real,1992,Current occupation of head,Managerial or professional,0.5872999999999999,0.0946,0.1151,0.513155,0.0473,0.17739999999999997,0.37599400000000005,0.206826,0.12358599999999999,0.8868739999999999,105660.0,18450.0,60370.0,2515.6,5870.0,5530.0,9559.300000000001,2515.6,5031.2,78537.0
13,Public-Real,1992,Current occupation of head,"Technical, sales, or services",0.44659999999999994,0.0358,0.0529,0.540646,0.0268,0.1198,0.36169199999999996,0.231155,0.076875,0.857581,73790.0,23480.0,25730.0,1677.0700000000002,2520.0,4860.0,10230.1,2012.5000000000002,5031.2,29516.0
13,Public-Real,1992,Current occupation of head,Other occupation,0.45539999999999997,0.0287,0.050199999999999995,0.529528,0.021,0.1051,0.422316,0.23099,0.09834300000000001,0.8174800000000001,53670.0,20120.0,57020.0,1677.0700000000002,1680.0,6040.0,8720.800000000001,1341.6999999999998,4192.700000000001,30020.0
13,Public-Real,1992,Current occupation of head,Retired or other not working,0.17129999999999998,0.0226,0.0258,0.262351,0.0078000000000000005,0.0528,0.131243,0.128585,0.054971,0.496824,35220.0,20120.0,31030.0,1257.8,6710.0,5370.0,6372.9,1677.1000000000001,3354.1,8553.0
13,Public-Real,1992,Housing status,Owner,0.6021,0.0669,0.0696,0.46594700000000006,0.0208,0.073,0.317502,0.170983,0.09109099999999999,0.784677,68760.0,20120.0,45280.0,1844.7800000000002,4700.0,6210.0,9894.7,2834.2000000000003,5031.2,60710.0
13,Public-Real,1992,Housing status,Renter or other,,,0.034,0.385811,0.0287,0.16620000000000001,0.26307400000000003,0.22544599999999998,0.071115,0.639926,,,30190.0,1509.3600000000001,2009.9999999999998,5370.0,7714.5,1123.6,2515.6,5870.0
13,Public-Real,1992,Percentile of net worth,Less than 25,0.08039999999999999,,,0.38624,0.023700000000000002,0.2024,0.260378,0.260379,0.077086,0.6485540000000001,50310.0,,,1509.3600000000001,2009.9999999999998,6040.0,6708.3,1677.1000000000001,1844.8,7379.0
13,Public-Real,1992,Percentile of net worth,25–49.9,0.4227,0.0213,0.027000000000000003,0.527147,0.0192,0.1054,0.386675,0.245363,0.083142,0.7927,57860.0,15090.0,21800.0,1811.2299999999998,1680.0,4360.0,7546.8,1677.1000000000001,2180.2000000000003,24636.0
13,Public-Real,1992,Percentile of net worth,50–74.9,0.5223,0.0464,0.0489,0.495388,0.0209,0.06860000000000001,0.31816500000000003,0.17051300000000003,0.07131599999999999,0.772555,72110.0,16770.0,31030.0,1677.0700000000002,3020.0,4360.0,11404.1,1677.1000000000001,4192.700000000001,50312.0
13,Public-Real,1992,Percentile of net worth,75–89.9,0.5002,0.0908,0.09970000000000001,0.393185,0.0301,0.057,0.25738900000000003,0.099969,0.079026,0.7132599999999999,72110.0,21800.0,36900.0,1760.92,10060.0,4190.0,9894.7,5198.9,8385.300000000001,55846.0
13,Public-Real,1992,Percentile of net worth,90–100,0.5352,0.1183,0.2072,0.258665,0.0317,0.0397,0.179528,0.065716,0.14144199999999998,0.72016,114040.0,33540.0,92240.0,2683.31,30190.0,9580.0,11571.8,10900.9,10062.4,127457.0
13,Public-Real,1995,,All families,0.40369999999999995,0.0287,0.047599999999999996,0.47260199999999997,0.0191,0.1188,0.316851,0.1602,0.08473599999999999,0.745189,79870.0,18790.0,46980.0,2349.0099999999998,5480.0,6110.0,10648.8,2260.0,3132.0,33982.0
13,Public-Real,1995,Percentile of income,Less than 20,0.1032,,0.0129,0.265854,,0.09699999999999999,0.11111599999999999,0.1101,0.06748,0.492503,28190.0,,12530.0,1049.22,,6260.0,5324.4,1110.0,3132.0,4855.0
13,Public-Real,1995,Percentile of income,20–39.9,0.2565,,0.0155,0.428704,,0.1151,0.23657399999999998,0.1724,0.078212,0.683752,43850.0,,31320.0,2035.8100000000002,,6110.0,6420.6,1570.0,1566.0,13546.0
13,Public-Real,1995,Percentile of income,40–59.9,0.3729,,0.0322,0.525954,0.022000000000000002,0.1115,0.339428,0.18989999999999999,0.080373,0.7940179999999999,59510.0,,29750.0,2349.0099999999998,4700.0,5480.0,10962.0,2510.0,2818.8,23490.0
13,Public-Real,1995,Percentile of income,60–79.9,0.5821000000000001,0.049,0.0521,0.600192,0.0235,0.15130000000000002,0.47147300000000003,0.19039999999999999,0.08884700000000001,0.874213,89260.0,15660.0,51680.0,2427.31,3600.0,4700.0,11588.4,2350.0,2975.4,65772.0
13,Public-Real,1995,Percentile of income,80–89.9,0.6828,0.06709999999999999,0.0775,0.611607,0.034300000000000004,0.1477,0.490193,0.1759,0.08576800000000001,0.901069,104920.0,26620.0,46980.0,3288.6099999999997,7830.0,7830.0,13780.8,3450.0,5794.2,99050.0
13,Public-Real,1995,Percentile of income,90–100,0.7245999999999999,0.081,0.17300000000000001,0.473016,0.042300000000000004,0.0904,0.361145,0.10039999999999999,0.13175,0.861832,140940.0,29750.0,62640.0,4384.8099999999995,7830.0,7670.0,12997.8,7830.0,7830.0,154408.0
13,Public-Real,1995,Age of head (years),Less than 35,0.32939999999999997,0.013600000000000001,0.021,0.546468,0.0268,0.2437,0.40131900000000004,0.228,0.074374,0.83479,97090.0,10180.0,39150.0,2035.8100000000002,2190.0,6260.0,11275.2,1570.0,2349.0,23600.0
13,Public-Real,1995,Age of head (years),35–44,0.5397,0.0337,0.0501,0.559224,0.0212,0.12960000000000002,0.416484,0.22769999999999999,0.105076,0.869753,93960.0,15660.0,46980.0,2975.4100000000003,3130.0,5010.0,10179.0,2580.0,3132.0,58334.0
13,Public-Real,1995,Age of head (years),45–54,0.6114,0.0512,0.08439999999999999,0.564082,0.0216,0.1133,0.379422,0.17550000000000002,0.12954100000000002,0.8628520000000001,76730.0,26620.0,46980.0,3132.01,9400.0,8140.000000000001,11745.0,2980.0,4698.0,61074.0
13,Public-Real,1995,Age of head (years),55–64,0.44079999999999997,0.0374,0.0843,0.431691,0.0166,0.0405,0.280568,0.087,0.077964,0.736823,57940.0,11590.0,54810.0,2035.8100000000002,5290.0,6260.0,10022.4,1410.0,6264.0,32886.0
13,Public-Real,1995,Age of head (years),65–74,0.23920000000000002,0.0158,0.0351,0.30483499999999997,0.013500000000000002,,0.118369,0.048600000000000004,0.053573,0.533557,29750.0,21920.0,51680.0,1252.8,5950.0,,9396.0,1720.0,3132.0,11009.0
13,Public-Real,1995,Age of head (years),75 or more,0.0492,,0.0105,0.17485,,,0.046211,,0.028588,0.283582,11590.0,,12530.0,548.1,,,7830.0,,6264.0,2975.0
13,Public-Real,1995,Family structure,Single with child(ren),0.3197,,0.0175,0.439287,,0.1374,0.240174,0.1985,0.095806,0.743518,62640.0,,39150.0,2349.0099999999998,,4700.0,6420.6,1410.0,3132.0,18792.0
13,Public-Real,1995,Family structure,"Single, no child, age less than 55",0.2718,,0.031200000000000002,0.48355200000000004,0.0273,0.1399,0.27730499999999997,0.18969999999999998,0.106404,0.785856,79870.0,,67340.0,2035.8100000000002,2190.0,6260.0,10179.0,2350.0,2818.8,18181.0
13,Public-Real,1995,Family structure,"Single, no child, age 55 or more",0.1202,,0.0189,0.25072,,,0.089071,0.054900000000000004,0.042706999999999995,0.41505699999999995,29750.0,,15660.0,1252.8,,,7830.0,1720.0,4228.2,5951.0
13,Public-Real,1995,Family structure,Couple with child(ren),0.6297,0.04650000000000001,0.0668,0.608656,0.0218,0.17329999999999998,0.475758,0.21289999999999998,0.097918,0.892073,92390.0,23490.0,46980.0,2818.81,7830.0,5950.0,11275.2,2350.0,3132.0,75936.0
13,Public-Real,1995,Family structure,"Couple, no child",0.39549999999999996,0.0344,0.06269999999999999,0.432777,0.018000000000000002,0.0857,0.302183,0.1166,0.07283,0.7164969999999999,70470.0,17230.0,51680.0,2035.8100000000002,5640.0,7520.0,11588.4,2510.0,6264.0,34139.0
13,Public-Real,1995,Education of head,No high school diploma,0.23309999999999997,,0.0281,0.323868,,0.0239,0.21584599999999998,0.1506,0.053739999999999996,0.546062,36020.0,,12530.0,1566.0,,7200.0,8143.2,1270.0,2349.0,13045.0
13,Public-Real,1995,Education of head,High school diploma,0.3922,0.0254,0.0405,0.49811500000000003,0.0125,0.0859,0.35383000000000003,0.1641,0.082734,0.747379,62640.0,18790.0,54810.0,1879.21,7830.0,3920.0,10962.0,2190.0,3132.0,28595.0
