SCF Table,!Calculation,Year,Characteristic,Sub-Characteristic,"Income, Median ($)","Income, Mean ($)",Percentage of families that saved (%),Percentage of families (%)
1,Public-Nominal,1992,Current work status of head,Self-employed,45094.0,76130.0,0.59311,0.10951000000000001
1,Public-Nominal,1992,Current work status of head,Retired,15373.0,22930.0,0.48117400000000005,0.26144
1,Public-Nominal,1992,Current work status of head,Other not working,11274.0,20881.0,0.413705,0.08122
1,Public-Nominal,1992,Current occupation of head,Managerial or professional,49194.0,73639.0,0.6742199999999999,0.2198
1,Public-Nominal,1992,Current occupation of head,"Technical, sales, or services",29721.0,37757.0,0.603926,0.23959
1,Public-Nominal,1992,Current occupation of head,Other occupation,29721.0,35960.0,0.597572,0.19794
1,Public-Nominal,1992,Current occupation of head,Retired or other not working,14348.0,22445.0,0.465182,0.34265999999999996
1,Public-Nominal,1992,Housing status,Owner,34845.0,49019.0,0.6316120000000001,0.63929
1,Public-Nominal,1992,Housing status,Renter or other,17423.0,24131.0,0.46240299999999995,0.36071
1,Public-Nominal,1992,Percentile of net worth,Less than 25,13323.0,17421.0,0.374984,0.24995
1,Public-Nominal,1992,Percentile of net worth,25–49.9,24597.0,27652.0,0.524134,0.25004000000000004
1,Public-Nominal,1992,Percentile of net worth,50–74.9,32796.0,36366.0,0.635706,0.25
1,Public-Nominal,1992,Percentile of net worth,75–89.9,43044.0,50982.0,0.705554,0.14999
1,Public-Nominal,1992,Percentile of net worth,90–100,80964.0,120320.0,0.810262,0.10002000000000001
1,Public-Nominal,1995,,All families,30723.0,44668.0,0.551965,1.0
1,Public-Nominal,1995,Percentile of income,Less than 20,6861.0,6650.0,0.31434999999999996,0.2
1,Public-Nominal,1995,Percentile of income,20–39.9,17410.0,17597.0,0.433421,0.19999
1,Public-Nominal,1995,Percentile of income,40–59.9,30723.0,30126.0,0.5713170000000001,0.2
1,Public-Nominal,1995,Percentile of income,60–79.9,45060.0,46283.0,0.670859,0.2
1,Public-Nominal,1995,Percentile of income,80–89.9,68614.0,69605.0,0.7021630000000001,0.09999000000000001
1,Public-Nominal,1995,Percentile of income,90–100,112650.0,175723.0,0.8375149999999999,0.10003000000000001
1,Public-Nominal,1995,Age of head (years),Less than 35,25602.0,31231.0,0.5637530000000001,0.24766
1,Public-Nominal,1995,Age of head (years),35–44,37891.0,48815.0,0.543462,0.23010999999999998
1,Public-Nominal,1995,Age of head (years),45–54,39940.0,66225.0,0.580426,0.17853000000000002
1,Public-Nominal,1995,Age of head (years),55–64,33795.0,54019.0,0.580355,0.12508
1,Public-Nominal,1995,Age of head (years),65–74,19458.0,37522.0,0.5004460000000001,0.12043
1,Public-Nominal,1995,Age of head (years),75 or more,16385.0,26496.0,0.517431,0.09820000000000001
1,Public-Nominal,1995,Family structure,Single with child(ren),16385.0,21022.0,0.36930399999999997,0.11996000000000001
1,Public-Nominal,1995,Family structure,"Single, no child, age less than 55",22530.0,26642.0,0.510856,0.15768000000000001
1,Public-Nominal,1995,Family structure,"Single, no child, age 55 or more",13313.0,22253.0,0.44357599999999997,0.1376
1,Public-Nominal,1995,Family structure,Couple with child(ren),43012.0,60610.0,0.601156,0.3189
1,Public-Nominal,1995,Family structure,"Couple, no child",37891.0,58505.0,0.655854,0.26586
1,Public-Nominal,1995,Education of head,No high school diploma,14337.0,20930.0,0.42752,0.18525
1,Public-Nominal,1995,Education of head,High school diploma,25602.0,35016.0,0.505687,0.31735
1,Public-Nominal,1995,Education of head,Some college,32771.0,41624.0,0.56058,0.24818
1,Public-Nominal,1995,Education of head,College degree,48132.0,77632.0,0.694811,0.24922999999999998
1,Public-Nominal,1995,Race or ethnicity of respondent,White non-Hispanic,32771.0,49129.0,0.590859,0.77589
1,Public-Nominal,1995,Race or ethnicity of respondent,Black or African-American non-hispanic,17410.0,22891.0,0.379901,0.12795
1,Public-Nominal,1995,Race or ethnicity of respondent,Hispanic or Latino,21506.0,31380.0,0.440465,0.056749999999999995
1,Public-Nominal,1995,Race or ethnicity of respondent,Other or Multiple Race,34819.0,46678.0,0.505436,0.03941
1,Public-Nominal,1995,Current work status of head,Working for someone else,36867.0,48447.0,0.603734,0.58265
1,Public-Nominal,1995,Current work status of head,Self-employed,37891.0,80197.0,0.634366,0.10286
1,Public-Nominal,1995,Current work status of head,Retired,16385.0,28081.0,0.460071,0.25056
1,Public-Nominal,1995,Current work status of head,Other not working,11265.0,18065.0,0.307744,0.06393
1,Public-Nominal,1995,Current occupation of head,Managerial or professional,53253.0,81800.0,0.6950069999999999,0.19804
1,Public-Nominal,1995,Current occupation of head,"Technical, sales, or services",30723.0,42767.0,0.548839,0.24600999999999998
1,Public-Nominal,1995,Current occupation of head,Other occupation,34819.0,40405.0,0.597851,0.24146
1,Public-Nominal,1995,Current occupation of head,Retired or other not working,16385.0,26045.0,0.429105,0.31449
1,Public-Nominal,1995,Housing status,Owner,37891.0,55340.0,0.6127750000000001,0.6470699999999999
1,Public-Nominal,1995,Housing status,Renter or other,18434.0,25100.0,0.440472,0.35292999999999997
1,Public-Nominal,1995,Percentile of net worth,Less than 25,14337.0,18562.0,0.357575,0.24996
1,Public-Nominal,1995,Percentile of net worth,25–49.9,28675.0,31338.0,0.512509,0.24995
1,Public-Nominal,1995,Percentile of net worth,50–74.9,35843.0,40752.0,0.595783,0.25003
1,Public-Nominal,1995,Percentile of net worth,75–89.9,43012.0,52755.0,0.686915,0.15003
1,Public-Nominal,1995,Percentile of net worth,90–100,80903.0,140870.0,0.824395,0.10003000000000001
1,Public-Nominal,1998,,All families,33447.0,53044.0,0.558737,1.0
1,Public-Nominal,1998,Percentile of income,Less than 20,8210.0,7865.0,0.3208,0.19998000000000002
1,Public-Nominal,1998,Percentile of income,20–39.9,20271.0,20141.0,0.449048,0.20001000000000002
1,Public-Nominal,1998,Percentile of income,40–59.9,33447.0,33934.0,0.560647,0.19996
1,Public-Nominal,1998,Percentile of income,60–79.9,53718.0,54262.0,0.685991,0.20001000000000002
1,Public-Nominal,1998,Percentile of income,80–89.9,79056.0,79490.0,0.7340800000000001,0.10002000000000001
1,Public-Nominal,1998,Percentile of income,90–100,130747.00000000001,218495.0,0.820181,0.10002000000000001
1,Public-Nominal,1998,Age of head (years),Less than 35,27366.0,36104.0,0.529632,0.23274999999999998
1,Public-Nominal,1998,Age of head (years),35–44,42569.0,59944.0,0.573155,0.23257000000000003
1,Public-Nominal,1998,Age of head (years),45–54,50677.0,69554.0,0.5782609999999999,0.19196000000000002
1,Public-Nominal,1998,Age of head (years),55–64,38515.0,71444.0,0.609478,0.12843
1,Public-Nominal,1998,Age of head (years),65–74,24325.0,46471.0,0.563482,0.11223000000000001
1,Public-Nominal,1998,Age of head (years),75 or more,16216.999999999998,28973.0,0.486463,0.10206
1,Public-Nominal,1998,Family structure,Single with child(ren),17230.0,25222.0,0.38953299999999996,0.11349999999999999
1,Public-Nominal,1998,Family structure,"Single, no child, age less than 55",24325.0,30772.0,0.52004,0.16365
1,Public-Nominal,1998,Family structure,"Single, no child, age 55 or more",17230.0,26130.0,0.47975700000000004,0.13762
1,Public-Nominal,1998,Family structure,Couple with child(ren),51691.0,72238.0,0.591156,0.32708
1,Public-Nominal,1998,Family structure,"Couple, no child",42569.0,69425.0,0.658694,0.25815
1,Public-Nominal,1998,Education of head,No high school diploma,15203.0,21694.0,0.395285,0.16463999999999998
1,Public-Nominal,1998,Education of head,High school diploma,29393.0,37000.0,0.5374,0.31866
1,Public-Nominal,1998,Education of head,Some college,35474.0,50136.0,0.573137,0.24928
1,Public-Nominal,1998,Education of head,College degree,59799.0,94174.0,0.671371,0.26742
1,Public-Nominal,1998,Race or ethnicity of respondent,White non-Hispanic,38515.0,59017.0,0.599632,0.7685200000000001
1,Public-Nominal,1998,Race or ethnicity of respondent,Black or African-American non-hispanic,19257.0,28582.0,0.375238,0.11592000000000001
1,Public-Nominal,1998,Race or ethnicity of respondent,Hispanic or Latino,23311.0,31572.0,0.448543,0.07178
1,Public-Nominal,1998,Race or ethnicity of respondent,Other or Multiple Race,33447.0,48178.0,0.507388,0.043769999999999996
1,Public-Nominal,1998,Current work status of head,Working for someone else,40542.0,53485.0,0.598054,0.59186
1,Public-Nominal,1998,Current work status of head,Self-employed,52704.0,108699.0,0.610499,0.11263
1,Public-Nominal,1998,Current work status of head,Retired,19257.0,32616.999999999996,0.486143,0.2441
1,Public-Nominal,1998,Current work status of head,Other not working,11149.0,23031.0,0.337351,0.051399999999999994
1,Public-Nominal,1998,Current occupation of head,Managerial or professional,60813.0,96384.0,0.68395,0.24195
1,Public-Nominal,1998,Current occupation of head,"Technical, sales, or services",30406.0,46796.0,0.554011,0.21308
1,Public-Nominal,1998,Current occupation of head,Other occupation,37501.0,42519.0,0.557982,0.24946000000000002
1,Public-Nominal,1998,Current occupation of head,Retired or other not working,17230.0,30949.0,0.46026000000000006,0.29551
1,Public-Nominal,1998,Housing status,Owner,43582.0,66463.0,0.622237,0.66256
1,Public-Nominal,1998,Housing status,Renter or other,20271.0,26696.0,0.434052,0.33744
1,Public-Nominal,1998,Percentile of net worth,Less than 25,16216.999999999998,20327.0,0.36337899999999995,0.24992999999999999
1,Public-Nominal,1998,Percentile of net worth,25–49.9,30406.0,33814.0,0.5022829999999999,0.25005
1,Public-Nominal,1998,Percentile of net worth,50–74.9,40542.0,46913.0,0.618386,0.25
1,Public-Nominal,1998,Percentile of net worth,75–89.9,56758.0,67383.0,0.719934,0.14999
1,Public-Nominal,1998,Percentile of net worth,90–100,88178.0,176658.0,0.797142,0.10005000000000001
1,Public-Nominal,2001,,All families,40110.0,69159.0,0.592382,1.0
1,Public-Nominal,2001,Percentile of income,Less than 20,10285.0,10015.0,0.298306,0.19997
1,Public-Nominal,2001,Percentile of income,20–39.9,24683.0,24130.0,0.5382589999999999,0.19996
1,Public-Nominal,2001,Percentile of income,40–59.9,40110.0,40314.0,0.611244,0.20001000000000002
1,Public-Nominal,2001,Percentile of income,60–79.9,64794.0,65217.0,0.7170829999999999,0.19999
1,Public-Nominal,2001,Percentile of income,80–89.9,98733.0,98135.0,0.750757,0.09996000000000001
1,Public-Nominal,2001,Percentile of income,90–100,169698.0,313846.0,0.843001,0.1001
1,Public-Nominal,2001,Age of head (years),Less than 35,32911.0,44201.0,0.52929,0.22734000000000001
1,Public-Nominal,2001,Age of head (years),35–44,51423.0,77077.0,0.622525,0.22302
1,Public-Nominal,2001,Age of head (years),45–54,54509.0,97319.0,0.617125,0.20602
1,Public-Nominal,2001,Age of head (years),55–64,45253.0,89489.0,0.620113,0.13247
1,Public-Nominal,2001,Age of head (years),65–74,27769.0,57819.0,0.617648,0.1074
1,Public-Nominal,2001,Age of head (years),75 or more,22626.0,36689.0,0.555138,0.10374
1,Public-Nominal,2001,Family structure,Single with child(ren),22626.0,29488.0,0.450216,0.11392
1,Public-Nominal,2001,Family structure,"Single, no child, age less than 55",28797.0,45348.0,0.5595060000000001,0.15116
1,Public-Nominal,2001,Family structure,"Single, no child, age 55 or more",16456.0,32516.0,0.494229,0.13180999999999998
1,Public-Nominal,2001,Family structure,Couple with child(ren),62737.0,94149.0,0.619913,0.31062999999999996
1,Public-Nominal,2001,Family structure,"Couple, no child",51423.0,86888.0,0.679735,0.29248999999999997
1,Public-Nominal,2001,Education of head,No high school diploma,16456.0,25108.0,0.38658299999999995,0.16003
1,Public-Nominal,2001,Education of head,High school diploma,33940.0,44800.0,0.566502,0.31727
1,Public-Nominal,2001,Education of head,Some college,41139.0,56863.0,0.621081,0.23881
1,Public-Nominal,2001,Education of head,College degree,73021.0,131560.0,0.7131770000000001,0.28388
1,Public-Nominal,2001,Race or ethnicity of respondent,White non-Hispanic,45253.0,78467.0,0.631166,0.7538800000000001
1,Public-Nominal,2001,Race or ethnicity of respondent,Black or African-American non-hispanic,24683.0,37315.0,0.460463,0.12592
1,Public-Nominal,2001,Race or ethnicity of respondent,Hispanic or Latino,24683.0,38597.0,0.434461,0.07817
1,Public-Nominal,2001,Race or ethnicity of respondent,Other or Multiple Race,34968.0,54449.0,0.585653,0.042030000000000005
1,Public-Nominal,2001,Current work status of head,Working for someone else,47310.0,69153.0,0.616115,0.6087899999999999
1,Public-Nominal,2001,Current work status of head,Self-employed,62737.0,139101.0,0.704529,0.11704
1,Public-Nominal,2001,Current work status of head,Retired,20569.0,39827.0,0.504359,0.22957999999999998
1,Public-Nominal,2001,Current work status of head,Other not working,16456.0,36679.0,0.42719,0.04459
1,Public-Nominal,2001,Current occupation of head,Managerial or professional,71993.0,129524.0,0.724131,0.27077
1,Public-Nominal,2001,Current occupation of head,"Technical, sales, or services",35996.0,53173.0,0.58254,0.23850000000000002
1,Public-Nominal,2001,Current occupation of head,Other occupation,41139.0,49071.0,0.565818,0.21655000000000002
1,Public-Nominal,2001,Current occupation of head,Retired or other not working,20569.0,39315.0,0.491809,0.27417
1,Public-Nominal,2001,Housing status,Owner,52452.0,86792.0,0.666809,0.67688
1,Public-Nominal,2001,Housing status,Renter or other,24683.0,32220.0,0.43646799999999997,0.32311999999999996
1,Public-Nominal,2001,Percentile of net worth,Less than 25,19541.0,23946.0,0.345304,0.24997
1,Public-Nominal,2001,Percentile of net worth,25–49.9,34968.0,39556.0,0.5419149999999999,0.24999
1,Public-Nominal,2001,Percentile of net worth,50–74.9,51423.0,59070.0,0.681831,0.24998
1,Public-Nominal,2001,Percentile of net worth,75–89.9,69936.0,78440.0,0.7734260000000001,0.14999
1,Public-Nominal,2001,Percentile of net worth,90–100,126502.0,267357.0,0.8408599999999999,0.10006999999999999
1,Public-Nominal,2004,,All families,43135.0,70666.0,0.560936,1.0
1,Public-Nominal,2004,Percentile of income,Less than 20,11297.0,10810.0,0.339319,0.19996
1,Public-Nominal,2004,Percentile of income,20–39.9,25675.0,26081.0,0.439797,0.20001000000000002
1,Public-Nominal,2004,Percentile of income,40–59.9,43135.0,43425.0,0.5408149999999999,0.20001000000000002
1,Public-Nominal,2004,Percentile of income,60–79.9,67783.0,69178.0,0.6951940000000001,0.19999
1,Public-Nominal,2004,Percentile of income,80–89.9,104756.0,106564.0,0.773942,0.10000999999999999
1,Public-Nominal,2004,Percentile of income,90–100,184863.0,301052.0,0.80506,0.10002000000000001
1,Public-Nominal,2004,Age of head (years),Less than 35,32865.0,45131.0,0.549683,0.22187
1,Public-Nominal,2004,Age of head (years),35–44,50324.0,73897.0,0.5803159999999999,0.20617999999999997
1,Public-Nominal,2004,Age of head (years),45–54,61621.0,94277.0,0.584801,0.20765
1,Public-Nominal,2004,Age of head (years),55–64,54432.0,99786.0,0.5845199999999999,0.1524
1,Public-Nominal,2004,Age of head (years),65–74,33378.0,59731.0,0.5710000000000001,0.10477
1,Public-Nominal,2004,Age of head (years),75 or more,23621.0,40837.0,0.45728499999999994,0.10711999999999999
1,Public-Nominal,2004,Family structure,Single with child(ren),25675.0,32888.0,0.399692,0.12093
1,Public-Nominal,2004,Family structure,"Single, no child, age less than 55",28756.0,39251.0,0.52793,0.1528
1,Public-Nominal,2004,Family structure,"Single, no child, age 55 or more",21567.0,33558.0,0.457218,0.14661
1,Public-Nominal,2004,Family structure,Couple with child(ren),65729.0,98996.0,0.617467,0.31675000000000003
1,Public-Nominal,2004,Family structure,"Couple, no child",58540.0,92864.0,0.644014,0.26292000000000004
1,Public-Nominal,2004,Education of head,No high school diploma,19513.0,25910.0,0.358934,0.14432999999999999
1,Public-Nominal,2004,Education of head,High school diploma,35946.0,44802.0,0.540255,0.30595
1,Public-Nominal,2004,Education of head,Some college,44162.0,57505.0,0.52762,0.24420999999999998
1,Public-Nominal,2004,Education of head,College degree,79080.0,128234.00000000001,0.703711,0.30551
1,Public-Nominal,2004,Race or ethnicity of respondent,White non-Hispanic,49297.0,80561.0,0.6011310000000001,0.72214
1,Public-Nominal,2004,Race or ethnicity of respondent,Black or African-American non-hispanic,27729.0,38997.0,0.42877200000000004,0.13057
1,Public-Nominal,2004,Race or ethnicity of respondent,Hispanic or Latino,27729.0,39497.0,0.429543,0.08956
1,Public-Nominal,2004,Race or ethnicity of respondent,Other or Multiple Race,45189.0,66883.0,0.560914,0.05772
1,Public-Nominal,2004,Current work status of head,Working for someone else,49297.0,70007.0,0.5921690000000001,0.6004999999999999
1,Public-Nominal,2004,Current work status of head,Self-employed,66756.0,141388.0,0.687286,0.11845
1,Public-Nominal,2004,Current work status of head,Retired,24648.0,43170.0,0.43951999999999997,0.23742000000000002
1,Public-Nominal,2004,Current work status of head,Other not working,20540.0,37368.0,0.448718,0.04362
1,Public-Nominal,2004,Current occupation of head,Managerial or professional,77232.0,127910.0,0.676519,0.28256
1,Public-Nominal,2004,Current occupation of head,"Technical, sales, or services",36973.0,53106.0,0.55408,0.22063
1,Public-Nominal,2004,Current occupation of head,Other occupation,45189.0,50647.0,0.572873,0.21577000000000002
1,Public-Nominal,2004,Current occupation of head,Retired or other not working,23621.0,42269.0,0.440948,0.28105
1,Public-Nominal,2004,Housing status,Owner,55459.0,87234.0,0.622769,0.69053
1,Public-Nominal,2004,Housing status,Renter or other,24648.0,33699.0,0.422969,0.30946999999999997
1,Public-Nominal,2004,Percentile of net worth,Less than 25,20540.0,25004.0,0.345087,0.24998
1,Public-Nominal,2004,Percentile of net worth,25–49.9,36973.0,42215.0,0.538793,0.25
1,Public-Nominal,2004,Percentile of net worth,50–74.9,52378.0,60755.0,0.620295,0.25001999999999996
1,Public-Nominal,2004,Percentile of net worth,75–89.9,77026.0,87981.0,0.725942,0.15
1,Public-Nominal,2004,Percentile of net worth,90–100,143782.0,254739.0,0.7599509999999999,0.10000999999999999
1,Public-Nominal,2007,,All families,47305.0,84149.0,0.564474,1.0
1,Public-Nominal,2007,Percentile of income,Less than 20,12340.0,12301.0,0.340625,0.19997
1,Public-Nominal,2007,Percentile of income,20–39.9,28794.0,28302.0,0.44796199999999997,0.20001000000000002
1,Public-Nominal,2007,Percentile of income,40–59.9,47305.0,47282.0,0.579204,0.19995000000000002
1,Public-Nominal,2007,Percentile of income,60–79.9,75070.0,76567.0,0.665426,0.20001999999999998
1,Public-Nominal,2007,Percentile of income,80–89.9,114148.0,116027.0,0.73019,0.09998
1,Public-Nominal,2007,Percentile of income,90–100,206700.0,396368.0,0.847928,0.10005000000000001
1,Public-Nominal,2007,Age of head (years),Less than 35,37021.0,51744.0,0.588777,0.21647
1,Public-Nominal,2007,Age of head (years),35–44,56560.0,83632.0,0.5644830000000001,0.1959
1,Public-Nominal,2007,Age of head (years),45–54,63758.0,112273.0,0.5579999999999999,0.20774
1,Public-Nominal,2007,Age of head (years),55–64,54503.0,110975.0,0.5843010000000001,0.16849
1,Public-Nominal,2007,Age of head (years),65–74,39078.0,92050.0,0.5668070000000001,0.10522999999999999
1,Public-Nominal,2007,Age of head (years),75 or more,22758.0,45740.0,0.493798,0.10617000000000001
1,Public-Nominal,2007,Family structure,Single with child(ren),28794.0,42130.0,0.414962,0.1226
1,Public-Nominal,2007,Family structure,"Single, no child, age less than 55",33936.0,47157.0,0.550353,0.13968999999999998
1,Public-Nominal,2007,Family structure,"Single, no child, age 55 or more",24681.0,36607.0,0.485473,0.14937
1,Public-Nominal,2007,Family structure,Couple with child(ren),70957.0,113002.0,0.6027600000000001,0.31689
1,Public-Nominal,2007,Family structure,"Couple, no child",61702.0,114643.0,0.63805,0.27143999999999996
1,Public-Nominal,2007,Education of head,No high school diploma,22624.0,31347.0,0.415767,0.13527
1,Public-Nominal,2007,Education of head,High school diploma,37021.0,51110.0,0.5112639999999999,0.32858
1,Public-Nominal,2007,Education of head,Some college,47305.0,67961.0,0.555676,0.24439
1,Public-Nominal,2007,Education of head,College degree,85354.0,159401.0,0.70072,0.29175999999999996
1,Public-Nominal,2007,Race or ethnicity of respondent,White non-Hispanic,51994.0,96810.0,0.587751,0.7068300000000001
1,Public-Nominal,2007,Race or ethnicity of respondent,Black or African-American non-hispanic,30851.0,45341.0,0.454999,0.11728999999999999
1,Public-Nominal,2007,Race or ethnicity of respondent,Hispanic or Latino,35993.0,47972.0,0.509583,0.08607
1,Public-Nominal,2007,Race or ethnicity of respondent,Other or Multiple Race,51418.0,69854.0,0.576856,0.08981
1,Public-Nominal,2007,Current work status of head,Working for someone else,56560.0,83049.0,0.603128,0.59931
1,Public-Nominal,2007,Current work status of head,Self-employed,76099.0,191280.0,0.627569,0.10456
1,Public-Nominal,2007,Current work status of head,Retired,24681.0,50982.0,0.46604300000000004,0.24989999999999998
1,Public-Nominal,2007,Current work status of head,Other not working,20567.0,35395.0,0.45275,0.04623
1,Public-Nominal,2007,Current occupation of head,Managerial or professional,85354.0,155883.0,0.7017319999999999,0.27478
1,Public-Nominal,2007,Current occupation of head,"Technical, sales, or services",44219.0,67493.0,0.5557070000000001,0.21792999999999998
1,Public-Nominal,2007,Current occupation of head,Other occupation,49361.0,57921.0,0.535863,0.21117
1,Public-Nominal,2007,Current occupation of head,Retired or other not working,23652.0,48548.0,0.463968,0.29613
1,Public-Nominal,2007,Housing status,Owner,61702.0,105446.0,0.609241,0.68636
1,Public-Nominal,2007,Housing status,Renter or other,27766.0,37544.0,0.466508,0.31364000000000003
