Year,Characteristic,Sub-Characteristic,Secured by primary residence - Mortgages (%),Secured by primary residence - HELOC (%),Other residential debt (%),Credit card balances (%),Lines of credit not secured by residential property (%),Installment loans - Education loans (%),Installment loans - Vehicle loans (%),Installment loans - Other loans (%),Other (%),Any debt (%),Secured by primary residence - Mortgages ($),Secured by primary residence - HELOC ($),Other residential debt ($),Credit card balances ($),Lines of credit not secured by residential property ($),Installment loans - Education loans ($),Installment loans - Vehicle loans ($),Installment loans - Other loans ($),Other ($),Any debt ($)
1989,Current occupation of head,Managerial or professional,0.5992999999999999,0.0629,0.10869999999999999,0.534162,0.046900000000000004,0.1401,0.46454,0.229465,0.1076,0.906669,44000.0,19000.0,35000.0,1350.0,3000.0,3000.0,7000.0,3000.0,3000.0,40000.0
1989,Current occupation of head,"Technical, sales, or services",0.4235,0.0369,0.0462,0.5011760000000001,0.062400000000000004,0.1309,0.42107700000000003,0.229408,0.0493,0.822435,32000.0,19000.0,35000.0,850.0,2000.0,3000.0,4000.0,1000.0,2000.0,12380.0
1989,Current occupation of head,Other occupation,0.4506,0.026699999999999998,0.035699999999999996,0.450593,0.0281,0.0717,0.464822,0.289804,0.08439999999999999,0.8340810000000001,27000.0,17000.0,13330.0,850.0,1400.0,4000.0,6000.0,1000.0,2000.0,15670.0
1989,Current occupation of head,Retired or other not working,0.1653,0.0095,0.0287,0.188532,,0.0385,0.125242,0.15457200000000001,0.0378,0.443477,12000.0,4000.0,14000.0,510.0,,2000.0,4000.0,810.0,840.0,4000.0
1989,Housing status,Owner,0.604,0.049100000000000005,0.0677,0.438956,0.0277,0.0674,0.386899,0.221141,0.0683,0.782602,31000.0,19000.0,27000.0,1000.0,3000.0,3000.0,6000.0,2000.0,3000.0,31320.0
1989,Housing status,Renter or other,,,0.0232,0.321731,0.038599999999999995,0.1281,0.275535,0.21797799999999998,0.0638,0.616791,,,17500.0,800.0,1000.0,3000.0,4000.0,680.0,800.0,3000.0
1989,Percentile of net worth,Less than 25,0.0518,,,0.27589600000000003,0.033,0.1449,0.244739,0.294744,0.076,0.607758,37000.0,,,1000.0,2000.0,3300.0,3000.0,800.0,600.0,3590.0
1989,Percentile of net worth,25–49.9,0.3998,,0.0161,0.482444,0.0342,0.0919,0.412483,0.275227,0.0354,0.781368,28000.0,,12000.0,700.0,1000.0,2000.0,5580.0,1000.0,900.0,11380.0
1989,Percentile of net worth,50–74.9,0.5627,0.0509,0.044000000000000004,0.49143000000000003,0.026099999999999998,0.0682,0.429487,0.186499,0.051100000000000007,0.772135,30000.0,19000.0,14000.0,950.0,2000.0,4000.0,6650.0,2000.0,1000.0,28140.0
1989,Percentile of net worth,75–89.9,0.5836,0.0712,0.09449999999999999,0.433736,0.0259,0.0643,0.34013800000000005,0.144391,0.0867,0.761061,32000.0,18000.0,25000.0,1000.0,3000.0,4000.0,7000.0,3000.0,3800.0,32159.999999999996
1989,Percentile of net worth,90–100,0.44659999999999994,0.0594,0.2039,0.19138100000000002,0.044500000000000005,0.0341,0.239778,0.092371,0.12990000000000002,0.682315,46000.0,27000.0,43000.0,1500.0,10000.0,2000.0,8000.0,11000.0,7000.0,50300.0
1992,,All families,0.3849,0.042800000000000005,0.0567,0.43704099999999996,0.0236,0.1066,0.297869,0.190628,0.083886,0.7324639999999999,41000.0,12000.0,25000.0,1000.0,2000.0,3300.0,5300.0,1100.0,2500.0,17260.0
1992,Percentile of income,Less than 20,0.1032,,,0.23352900000000001,,0.1039,0.100428,0.172524,0.047342,0.488999,15000.0,,,500.0,,3000.0,2100.0,1000.0,1000.0,2160.0
1992,Percentile of income,20–39.9,0.213,,0.0204,0.42005400000000004,,0.0801,0.239861,0.20961300000000002,0.059767,0.661768,21000.0,,4000.0,840.0,,2700.0,3600.0,1000.0,800.0,5500.0
1992,Percentile of income,40–59.9,0.3489,0.0351,0.0401,0.517845,0.025,0.1414,0.33854100000000004,0.249421,0.089817,0.787761,30000.0,10000.0,16000.0,900.0,1600.0,3400.0,4130.0,1000.0,2000.0,11300.0
1992,Percentile of income,60–79.9,0.5589,0.051699999999999996,0.0564,0.55631,0.028999999999999998,0.1144,0.426956,0.19419699999999998,0.096121,0.8501569999999999,44000.0,9000.0,18000.0,1400.0,1500.0,3900.0,6500.0,1300.0,2900.0,30700.0
1992,Percentile of income,80–89.9,0.6681999999999999,0.08689999999999999,0.1001,0.53126,0.0496,0.122,0.436845,0.152204,0.092439,0.872321,55000.0,14000.0,30200.0,1500.0,1800.0,2900.0,7300.0,1360.0,3000.0,54700.0
1992,Percentile of income,90–100,0.7326999999999999,0.1528,0.2234,0.383733,0.0429,0.0644,0.330272,0.102635,0.160278,0.874867,80000.0,20000.0,47000.0,2250.0,4000.0,6330.0,8100.0,5000.0,6000.0,93780.0
1992,Age of head (years),Less than 35,0.30879999999999996,0.011000000000000001,0.0301,0.517533,0.028399999999999998,0.2427,0.36623,0.268378,0.064107,0.815462,51000.0,9000.0,17000.0,920.0,1200.0,3300.0,4900.0,920.0,1400.0,10420.0
1992,Age of head (years),35–44,0.5545,0.055,0.0711,0.508928,0.0329,0.1272,0.377222,0.24632400000000002,0.114742,0.8628579999999999,52000.0,10000.0,27000.0,1200.0,1800.0,2700.0,6400.0,1000.0,3000.0,36000.0
1992,Age of head (years),45–54,0.594,0.0827,0.09369999999999999,0.489765,0.0268,0.0535,0.34567,0.206756,0.103516,0.8540099999999999,38000.0,14000.0,34000.0,1550.0,5000.0,3600.0,5200.0,1300.0,3000.0,27300.0
1992,Age of head (years),55–64,0.4003,0.07339999999999999,0.0984,0.370966,0.0163,0.029500000000000002,0.29198,0.133218,0.09589700000000001,0.701541,28000.0,10000.0,20000.0,1000.0,4000.0,7300.0,5300.0,1500.0,3000.0,19100.0
1992,Age of head (years),65–74,0.1722,0.0338,0.0315,0.320529,0.0104,,0.147819,0.085299,0.060221,0.5143439999999999,17000.0,16180.0,17000.0,760.0,4000.0,,4130.0,1860.0,1500.0,4900.0
1992,Age of head (years),75 or more,0.08560000000000001,,0.0066,0.200607,,,0.045702999999999994,0.03697,0.044403,0.315762,28000.0,,239530.0,500.0,,,3400.0,3100.0,2700.0,2350.0
1992,Family structure,Single with child(ren),0.2823,,0.0204,0.433894,,0.1508,0.250103,0.27336099999999997,0.078026,0.757274,30000.0,,60000.0,1000.0,,2700.0,3630.0,900.0,950.0,7300.0
1992,Family structure,"Single, no child, age less than 55",0.25489999999999996,,0.042199999999999994,0.41239800000000004,0.0246,0.1564,0.238481,0.227256,0.077946,0.72962,40000.0,,15000.0,930.0,2000.0,3300.0,5700.0,900.0,3000.0,8760.0
1992,Family structure,"Single, no child, age 55 or more",0.1338,0.0144,0.0171,0.252434,,,0.092199,0.067257,0.036801,0.400479,25000.0,8000.0,28000.0,600.0,,,5300.0,2600.0,1300.0,4100.0
1992,Family structure,Couple with child(ren),0.6315999999999999,0.0694,0.07200000000000001,0.558981,0.0282,0.1348,0.44033,0.233657,0.10685,0.9091819999999999,50000.0,12000.0,25000.0,1300.0,1800.0,3600.0,5300.0,1100.0,2700.0,37100.0
1992,Family structure,"Couple, no child",0.34259999999999996,0.0611,0.0867,0.406294,0.0304,0.0814,0.295485,0.148527,0.08891,0.6931080000000001,32000.0,14000.0,25000.0,950.0,4000.0,3700.0,5900.0,1490.0,3000.0,17180.0
1992,Education of head,No high school diploma,0.1813,,0.0158,0.274104,,0.0242,0.19629200000000002,0.176421,0.062193,0.527421,22000.0,,15000.0,720.0,,2500.0,3000.0,1000.0,2000.0,5150.0
1992,Education of head,High school diploma,0.3636,0.024,0.0279,0.467453,0.0147,0.0736,0.326708,0.198686,0.079497,0.738322,29000.0,12000.0,22000.0,1000.0,1400.0,2600.0,4600.0,1000.0,2000.0,11100.0
1992,Education of head,Some college,0.41490000000000005,0.0529,0.062,0.497744,0.0308,0.13390000000000002,0.305508,0.211685,0.070231,0.792107,44000.0,10000.0,36000.0,1000.0,2200.0,2700.0,6800.0,1020.0,3000.0,19100.0
1992,Education of head,College degree,0.5346,0.0821,0.1143,0.475516,0.0404,0.1815,0.33537599999999995,0.17540199999999997,0.1157,0.8297180000000001,60000.0,14000.0,25900.0,1400.0,2500.0,4190.0,6400.0,1500.0,3000.0,43000.0
1992,Race or ethnicity of respondent,White non-Hispanic,0.4216,0.0524,0.0644,0.44215699999999997,0.0263,0.10769999999999999,0.313786,0.17930800000000002,0.081631,0.7428170000000001,43000.0,12000.0,25000.0,1050.0,2000.0,3500.0,5300.0,1300.0,3000.0,22000.0
1992,Race or ethnicity of respondent,Black or African-American non-hispanic,0.26780000000000004,0.0194,0.024399999999999998,0.43258800000000003,,0.1261,0.23836400000000002,0.196179,0.094583,0.6918139999999999,23000.0,12000.0,11000.0,700.0,,2900.0,6900.0,650.0,1400.0,5600.0
1992,Race or ethnicity of respondent,Hispanic or Latino,0.2521,,0.020499999999999997,0.398044,,0.0828,0.244677,0.297682,0.071581,0.693195,52000.0,,59000.0,1700.0,,3500.0,4400.0,1000.0,5000.0,8950.0
1992,Race or ethnicity of respondent,Other or Multiple Race,0.3221,,0.0794,0.428995,,0.0735,0.287747,0.18620699999999998,0.111654,0.738976,45000.0,,17500.0,800.0,,1700.0,4900.0,980.0,2000.0,14180.0
1992,Current work status of head,Working for someone else,0.4793,0.048600000000000004,0.0616,0.538638,0.030600000000000002,0.14150000000000001,0.39928600000000003,0.22559300000000002,0.093863,0.856184,45000.0,12000.0,22000.0,1040.0,1600.0,3300.0,5700.0,1000.0,2500.0,21000.0
1992,Current work status of head,Self-employed,0.5811999999999999,0.07690000000000001,0.1295,0.475413,0.0383,0.10060000000000001,0.311909,0.20985199999999998,0.124446,0.850881,60000.0,14000.0,41000.0,1750.0,4000.0,3500.0,6000.0,2000.0,5000.0,43300.0
1992,Current work status of head,Retired,0.16219999999999998,0.025699999999999997,0.0258,0.253029,,0.0232,0.120538,0.10089600000000001,0.052166,0.451399,17000.0,10000.0,18000.0,720.0,,3600.0,3700.0,1500.0,2000.0,5500.0
1992,Current work status of head,Other not working,0.2006,,0.025699999999999997,0.292356,,0.1481,0.165701,0.21771100000000002,0.064002,0.643039,23000.0,,27000.0,750.0,,3000.0,4600.0,930.0,2500.0,4600.0
1992,Current occupation of head,Managerial or professional,0.5872999999999999,0.0946,0.1151,0.513155,0.0473,0.17739999999999997,0.37599400000000005,0.206826,0.12358599999999999,0.8868739999999999,63000.0,11000.0,36000.0,1500.0,3500.0,3300.0,5700.0,1500.0,3000.0,46830.0
1992,Current occupation of head,"Technical, sales, or services",0.44659999999999994,0.0358,0.0529,0.540646,0.0268,0.1198,0.36169199999999996,0.231155,0.076875,0.857581,44000.0,14000.0,15340.0,1000.0,1500.0,2900.0,6100.0,1200.0,3000.0,17600.0
1992,Current occupation of head,Other occupation,0.45539999999999997,0.0287,0.050199999999999995,0.529528,0.021,0.1051,0.422316,0.23099,0.09834300000000001,0.8174800000000001,32000.0,12000.0,34000.0,1000.0,1000.0,3600.0,5200.0,800.0,2500.0,17900.0
1992,Current occupation of head,Retired or other not working,0.17129999999999998,0.0226,0.0258,0.262351,0.0078000000000000005,0.0528,0.131243,0.128585,0.054971,0.496824,21000.0,12000.0,18500.0,750.0,4000.0,3200.0,3800.0,1000.0,2000.0,5100.0
1992,Housing status,Owner,0.6021,0.0669,0.0696,0.46594700000000006,0.0208,0.073,0.317502,0.170983,0.09109099999999999,0.784677,41000.0,12000.0,27000.0,1100.0,2800.0,3700.0,5900.0,1690.0,3000.0,36200.0
1992,Housing status,Renter or other,,,0.034,0.385811,0.0287,0.16620000000000001,0.26307400000000003,0.22544599999999998,0.071115,0.639926,,,18000.0,900.0,1200.0,3200.0,4600.0,670.0,1500.0,3500.0
1992,Percentile of net worth,Less than 25,0.08039999999999999,,,0.38624,0.023700000000000002,0.2024,0.260378,0.260379,0.077086,0.6485540000000001,30000.0,,,900.0,1200.0,3600.0,4000.0,1000.0,1100.0,4400.0
1992,Percentile of net worth,25–49.9,0.4227,0.0213,0.027000000000000003,0.527147,0.0192,0.1054,0.386675,0.245363,0.083142,0.7927,34500.0,9000.0,13000.0,1080.0,1000.0,2600.0,4500.0,1000.0,1300.0,14690.0
1992,Percentile of net worth,50–74.9,0.5223,0.0464,0.0489,0.495388,0.0209,0.06860000000000001,0.31816500000000003,0.17051300000000003,0.07131599999999999,0.772555,43000.0,10000.0,18500.0,1000.0,1800.0,2600.0,6800.0,1000.0,2500.0,30000.0
1992,Percentile of net worth,75–89.9,0.5002,0.0908,0.09970000000000001,0.393185,0.0301,0.057,0.25738900000000003,0.099969,0.079026,0.7132599999999999,43000.0,13000.0,22000.0,1050.0,6000.0,2500.0,5900.0,3100.0,5000.0,33300.0
1992,Percentile of net worth,90–100,0.5352,0.1183,0.2072,0.258665,0.0317,0.0397,0.179528,0.065716,0.14144199999999998,0.72016,68000.0,20000.0,55000.0,1600.0,18000.0,5710.0,6900.0,6500.0,6000.0,76000.0
1995,,All families,0.40369999999999995,0.0287,0.047599999999999996,0.47260199999999997,0.0191,0.1188,0.316851,0.1602,0.08473599999999999,0.745189,51000.0,12000.0,30000.0,1500.0,3500.0,3900.0,6800.0,1440.0,2000.0,21700.0
1995,Percentile of income,Less than 20,0.1032,,0.0129,0.265854,,0.09699999999999999,0.11111599999999999,0.1101,0.06748,0.492503,18000.0,,8000.0,670.0,,4000.0,3400.0,710.0,2000.0,3100.0
1995,Percentile of income,20–39.9,0.2565,,0.0155,0.428704,,0.1151,0.23657399999999998,0.1724,0.078212,0.683752,28000.0,,20000.0,1300.0,,3900.0,4100.0,1000.0,1000.0,8650.0
1995,Percentile of income,40–59.9,0.3729,,0.0322,0.525954,0.022000000000000002,0.1115,0.339428,0.18989999999999999,0.080373,0.7940179999999999,38000.0,,19000.0,1500.0,3000.0,3500.0,7000.0,1600.0,1800.0,15000.0
1995,Percentile of income,60–79.9,0.5821000000000001,0.049,0.0521,0.600192,0.0235,0.15130000000000002,0.47147300000000003,0.19039999999999999,0.08884700000000001,0.874213,57000.0,10000.0,33000.0,1550.0,2300.0,3000.0,7400.0,1500.0,1900.0,42000.0
1995,Percentile of income,80–89.9,0.6828,0.06709999999999999,0.0775,0.611607,0.034300000000000004,0.1477,0.490193,0.1759,0.08576800000000001,0.901069,67000.0,17000.0,30000.0,2100.0,5000.0,5000.0,8800.0,2200.0,3700.0,63250.0
1995,Percentile of income,90–100,0.7245999999999999,0.081,0.17300000000000001,0.473016,0.042300000000000004,0.0904,0.361145,0.10039999999999999,0.13175,0.861832,90000.0,19000.0,40000.0,2800.0,5000.0,4900.0,8300.0,5000.0,5000.0,98600.0
1995,Age of head (years),Less than 35,0.32939999999999997,0.013600000000000001,0.021,0.546468,0.0268,0.2437,0.40131900000000004,0.228,0.074374,0.83479,62000.0,6500.0,25000.0,1300.0,1400.0,4000.0,7200.0,1000.0,1500.0,15070.0
1995,Age of head (years),35–44,0.5397,0.0337,0.0501,0.559224,0.0212,0.12960000000000002,0.416484,0.22769999999999999,0.105076,0.869753,60000.0,10000.0,30000.0,1900.0,2000.0,3200.0,6500.0,1650.0,2000.0,37250.0
1995,Age of head (years),45–54,0.6114,0.0512,0.08439999999999999,0.564082,0.0216,0.1133,0.379422,0.17550000000000002,0.12954100000000002,0.8628520000000001,49000.0,17000.0,30000.0,2000.0,6000.0,5200.0,7500.0,1900.0,3000.0,39000.0
1995,Age of head (years),55–64,0.44079999999999997,0.0374,0.0843,0.431691,0.0166,0.0405,0.280568,0.087,0.077964,0.736823,37000.0,7400.0,35000.0,1300.0,3380.0,4000.0,6400.0,900.0,4000.0,21000.0
1995,Age of head (years),65–74,0.23920000000000002,0.0158,0.0351,0.30483499999999997,0.013500000000000002,,0.118369,0.048600000000000004,0.053573,0.533557,19000.0,14000.0,33000.0,800.0,3800.0,,6000.0,1100.0,2000.0,7030.0
1995,Age of head (years),75 or more,0.0492,,0.0105,0.17485,,,0.046211,,0.028588,0.283582,7400.0,,8000.0,350.0,,,5000.0,,4000.0,1900.0
1995,Family structure,Single with child(ren),0.3197,,0.0175,0.439287,,0.1374,0.240174,0.1985,0.095806,0.743518,40000.0,,25000.0,1500.0,,3000.0,4100.0,900.0,2000.0,12000.0
1995,Family structure,"Single, no child, age less than 55",0.2718,,0.031200000000000002,0.48355200000000004,0.0273,0.1399,0.27730499999999997,0.18969999999999998,0.106404,0.785856,51000.0,,43000.0,1300.0,1400.0,4000.0,6500.0,1500.0,1800.0,11610.0
1995,Family structure,"Single, no child, age 55 or more",0.1202,,0.0189,0.25072,,,0.089071,0.054900000000000004,0.042706999999999995,0.41505699999999995,19000.0,,10000.0,800.0,,,5000.0,1100.0,2700.0,3800.0
1995,Family structure,Couple with child(ren),0.6297,0.04650000000000001,0.0668,0.608656,0.0218,0.17329999999999998,0.475758,0.21289999999999998,0.097918,0.892073,59000.0,15000.0,30000.0,1800.0,5000.0,3800.0,7200.0,1500.0,2000.0,48490.0
1995,Family structure,"Couple, no child",0.39549999999999996,0.0344,0.06269999999999999,0.432777,0.018000000000000002,0.0857,0.302183,0.1166,0.07283,0.7164969999999999,45000.0,11000.0,33000.0,1300.0,3600.0,4800.0,7400.0,1600.0,4000.0,21800.0
1995,Education of head,No high school diploma,0.23309999999999997,,0.0281,0.323868,,0.0239,0.21584599999999998,0.1506,0.053739999999999996,0.546062,23000.0,,8000.0,1000.0,,4600.0,5200.0,810.0,1500.0,8330.0
1995,Education of head,High school diploma,0.3922,0.0254,0.0405,0.49811500000000003,0.0125,0.0859,0.35383000000000003,0.1641,0.082734,0.747379,40000.0,12000.0,35000.0,1200.0,5000.0,2500.0,7000.0,1400.0,2000.0,18260.0
1995,Education of head,Some college,0.42,0.0232,0.0393,0.559219,0.0218,0.1655,0.355169,0.18460000000000001,0.101768,0.8240470000000001,55000.0,20000.0,28000.0,1500.0,1500.0,3900.0,6200.0,1400.0,1400.0,21700.0
1995,Education of head,College degree,0.529,0.056900000000000006,0.0794,0.464414,0.0337,0.1845,0.30668500000000004,0.1381,0.093363,0.811883,76000.0,11000.0,33000.0,2080.0,3800.0,5000.0,7500.0,2900.0,3000.0,53700.0
1995,Race or ethnicity of respondent,White non-Hispanic,0.43320000000000003,0.0329,0.051100000000000007,0.470615,0.0207,0.11630000000000001,0.32854,0.1582,0.08458,0.75372,54000.0,12000.0,33000.0,1500.0,3800.0,3900.0,6800.0,1680.0,2500.0,26490.0
1995,Race or ethnicity of respondent,Black or African-American non-hispanic,0.261,,0.0365,0.45305300000000004,,0.1369,0.248405,0.18280000000000002,0.087134,0.710588,25000.0,,19000.0,1000.0,,3500.0,6800.0,690.0,1300.0,6200.0
1995,Race or ethnicity of respondent,Hispanic or Latino,0.33909999999999996,,,0.56107,,0.1174,0.306239,0.1613,0.081966,0.754002,50000.0,,,1400.0,,4000.0,8000.0,800.0,1000.0,15600.0
1995,Race or ethnicity of respondent,Other or Multiple Race,0.3791,,0.053200000000000004,0.44778599999999996,,0.11109999999999999,0.32422199999999995,0.12390000000000001,0.084009,0.676886,70000.0,,30000.0,1750.0,,5000.0,4400.0,1500.0,3100.0,28330.0
1995,Current work status of head,Working for someone else,0.5084000000000001,0.0336,0.054400000000000004,0.579553,0.023,0.1559,0.421774,0.2046,0.099406,0.873539,55000.0,10000.0,27200.0,1600.0,2500.0,3800.0,7100.0,1500.0,2000.0,28630.0
1995,Current work status of head,Self-employed,0.51,0.0444,0.0828,0.452945,0.035699999999999996,0.1231,0.273751,0.1582,0.088348,0.811882,59000.0,18000.0,45000.0,2500.0,7000.0,3800.0,7200.0,1600.0,5000.0,40000.0
1995,Current work status of head,Retired,0.1752,0.0167,0.0242,0.258701,,0.0202,0.12208000000000001,0.061200000000000004,0.045945,0.44906799999999997,24900.0,13000.0,33000.0,830.0,,2600.0,6000.0,800.0,3000.0,6000.0
1995,Current work status of head,Other not working,0.17420000000000002,,,0.367837,,0.1602,0.193324,0.146,0.097257,0.628713,45000.0,,,800.0,,5600.0,3800.0,1700.0,1500.0,7700.0
1995,Current occupation of head,Managerial or professional,0.6053000000000001,0.0591,0.09380000000000001,0.517598,0.0406,0.1791,0.375139,0.1741,0.102862,0.8772220000000001,75000.0,17000.0,35600.0,2200.0,4000.0,4500.0,7400.0,1900.0,3500.0,61000.0
