,month,date,volume_AUT,volume_AUT_unadj,Age_Group,volume_CRC,volume_CRC_unadj,volume_MTG,volume_MTG_unadj,volume_STU,volume_STU_unadj,yoy_AUT,yoy_CRC,yoy_MTG,yoy_STU
23,65,2005-06,6781960515.94447,7153563612.0,Younger than 30,4189075844.7294703,4266655584.0,28899251791.6761,33730532232.0,7142995540.68844,5934388656.0,,,,
24,66,2005-07,14038612340.4927,15563493904.0,Age 45-64,16084482194.8756,16238080856.0,114992889720.85301,112950104616.0,2699958507.2428603,2705486496.0,,,,
25,66,2005-07,14919771256.9794,16272747336.0,Age 30-44,11751006878.1778,12119450952.0,145498535852.584,143828233200.0,4618557444.5214205,4478077872.0,,,,
26,66,2005-07,2095174543.8173897,2273180832.0,Age 65 and older,4612790126.722079,4483704432.0,14799679753.0927,13931438304.0,82115645.19090429,83032656.0,,,,
27,66,2005-07,6834922335.35531,7271709408.0,Younger than 30,3938323720.78679,4274870592.0,31389315634.567997,32838650388.0,7977987116.4083,7389543840.0,,,,
28,67,2005-08,12473458618.4886,14146360120.0,Age 45-64,17437068652.3832,19292860920.0,124476702220.94301,126817363368.0,2318544503.19719,6192696660.0,,,,
29,67,2005-08,13480614722.8872,14787158928.0,Age 30-44,13709516560.3364,14892639888.0,138083293933.366,151305642648.0,3532142139.6203704,7006460904.0,,,,
30,67,2005-08,1988949640.3062,2248629528.0,Age 65 and older,4797529018.91863,5335806720.0,14119304031.0411,14082036864.0,96367650.4378924,216881712.0,,,,
31,67,2005-08,6135119110.98436,6936282000.0,Younger than 30,4593642151.67231,5314418160.0,31897044457.1402,36776542992.0,6002671415.6725,17807257032.0,,,,
32,68,2005-09,11813574762.1103,11436478188.0,Age 45-64,19775006017.4353,19998211116.0,113868657386.187,110881151376.0,2436777609.98454,4727719716.0,,,,
33,68,2005-09,12888026512.8661,12388327860.0,Age 30-44,13953976611.5012,14815249272.0,146816451687.173,136320416064.0,3677613089.19991,5775788376.0,,,,
34,68,2005-09,1888380680.1137602,1848966036.0,Age 65 and older,5686488607.26034,6041517672.0,13722218589.8915,12602151840.0,108727646.69633399,199100952.0,,,,
35,68,2005-09,5950929610.51054,5949116280.0,Younger than 30,4281999437.43255,4582010184.0,32018337785.9042,32602264464.0,5881613085.19669,12625768932.0,,,,
36,69,2005-10,11844558832.3741,10491072904.0,Age 45-64,15980661394.0266,16456122264.0,108572302536.50801,106454619012.0,2685894126.2459397,2655120264.0,,,,
37,69,2005-10,12236242427.1863,11275612820.0,Age 30-44,12226456743.1766,12501196944.0,128851391226.42,124192950900.0,4131720344.73175,4547700432.0,,,,
38,69,2005-10,1976542838.42155,1686362016.0,Age 65 and older,4841650210.5074,5043336552.0,13900056720.5994,12310991472.0,101014730.625408,101671464.0,,,,
39,69,2005-10,5809913828.02421,5617790472.0,Younger than 30,4223703613.9982204,4354702816.0,31078425671.973,30017591196.0,7270739670.28068,7751136220.0,,,,
40,70,2005-11,12141922715.28,10328276712.0,Age 45-64,15994232831.4562,16880192640.0,103564693717.938,97686666528.0,2666194440.28551,1846045380.0,,,,
41,70,2005-11,12706646350.5175,11236296288.0,Age 30-44,12354999597.1879,12985568076.0,119081243521.048,114021311736.0,4477252398.63555,3726139920.0,,,,
42,70,2005-11,1959958056.83649,1605423792.0,Age 65 and older,5055518345.93595,5341747992.0,12687312183.0464,11565152280.0,136475923.983384,81749208.0,,,,
43,70,2005-11,6126391373.99216,5469156184.0,Younger than 30,4166364902.38438,4319280912.0,29834395273.9794,29747911584.0,7069000735.524891,6153759648.0,,,,
44,71,2005-12,12025584237.5843,11484727892.0,Age 45-64,14822762571.7959,14856496584.0,93521950267.623,91805914428.0,2625178079.37804,1378103508.0,,,,
45,71,2005-12,12807870579.8757,12222633516.0,Age 30-44,11094570240.1258,11342389680.0,105132835160.885,108967982460.0,4624654008.98529,3144840120.0,,,,
46,71,2005-12,2097089914.5029101,1823088456.0,Age 65 and older,4195902017.0375204,3941022480.0,12058730351.0231,11049334536.0,75598839.37135649,56778744.0,,,,
47,71,2005-12,6147491801.17477,5781712488.0,Younger than 30,3881224421.63847,3893367480.0,27071896123.8168,28970283312.0,7154708786.888941,4492178760.0,,,,
48,72,2006-01,12713079043.3544,11069200152.0,Age 45-64,15804113503.6606,13991166432.0,90907671629.7511,79957651548.0,2303634479.21509,1641629508.0,-0.004714867699514571,0.0114226539784168,0.0172008616383812,0.250944331691803
49,72,2006-01,13102061613.0146,11388426084.0,Age 30-44,11908347904.356,10627919496.0,101551303406.49,83428240428.0,3602546859.3528,3286228920.0,0.0104224670181381,-0.0498714930911346,-0.0585289704991175,0.227778690240982
50,72,2006-01,2175535642.40975,1995661152.0,Age 65 and older,4736640113.28899,4151985528.0,11677113966.3436,11068996200.0,117496451.68646102,98949384.0,0.0794042836718902,0.0833350501853267,0.0787310130597605,1.3336586089261002
51,72,2006-01,6279660562.13412,5291607888.0,Younger than 30,4269757420.5087204,3729618512.0,27317660479.3052,18942398208.0,6324975037.749579,4330399836.0,0.0290863571328877,0.10703900872182401,0.0674627048510006,0.279185613407926
52,73,2006-02,12124799820.0578,10991405616.0,Age 45-64,19394943346.2563,16856866104.0,88342663559.6794,79513215528.0,2663840547.71549,1657748968.0,-0.0484413667665734,0.20004048946134198,-0.0705155685922761,0.273443229105779
53,73,2006-02,12805065401.0129,11735066736.0,Age 30-44,12908427027.793999,11042036056.0,101040498815.902,86341257324.0,4064382103.35127,2888903128.0,-0.0210694324002885,0.0249110368986609,-0.121476126458708,0.283698987322075
54,73,2006-02,2070746359.93828,1917297840.0,Age 65 and older,7384023966.5833,6641206152.0,11668629665.837,11340196248.0,91099974.35192671,67958760.0,-0.0431596995359371,0.7107692091404119,0.150751246426211,0.19934899362971
55,73,2006-02,6236083826.09499,5681557032.0,Younger than 30,4305236073.39892,3539350296.0,26351704823.2564,19904012376.0,6777774355.72645,3381364160.0,0.0402877992170185,0.0582614115694013,-0.0217850119525314,0.25621415390173996
56,74,2006-03,12496136143.7151,13763683992.0,Age 45-64,15464576967.6474,15924012304.0,90515252716.2191,103671946824.0,2629577586.10467,1901719680.0,-0.00937451456239469,-0.0708746861053143,-0.0526918777386137,0.162823054362734
57,74,2006-03,12681204321.178001,14012555544.0,Age 30-44,11886104654.6421,12022512024.0,104649105059.863,114234777408.0,4414640863.40446,3352654384.0,-0.0230647460839767,-0.07005930215805001,-0.100673232286944,0.39362064208684006
58,74,2006-03,2077640672.84663,2481355296.0,Age 65 and older,4506111148.95976,4668779112.0,11365327963.1968,14148452484.0,112133684.539641,69342672.0,0.0449972589363683,0.0573548641605093,0.0379440424918271,0.7359766828311058
59,74,2006-03,6292885361.25359,6712033632.0,Younger than 30,4217333641.14454,4051336968.0,26575857559.0365,27018506196.0,6797299884.17458,3134197920.0,0.0308409321118515,0.019475164389342,-0.0359310550372475,0.154390829168419
60,75,2006-04,12625931444.757,12768449184.0,Age 45-64,15641586474.896002,15407025384.0,89979832957.5847,90246536100.0,2973086608.6477103,1937202520.0,0.000804373860889163,-0.0512053847017679,-0.0502822849192646,0.26076002482801103
61,75,2006-04,12896844239.9861,13035737832.0,Age 30-44,11601040627.6691,11086374336.0,101803795164.551,101302147476.0,4541045614.43106,3072784440.0,-0.0273556156598005,-0.0891283827890135,-0.0847501397078514,0.324437478624329
62,75,2006-04,2176962302.2435603,2189108088.0,Age 65 and older,4610475221.78217,4632138544.0,11844660444.4516,12618681000.0,124875195.870702,93009912.0,0.0184338838682501,0.011691733218048,0.138943892090259,0.525025460292176
63,75,2006-04,6404818230.87392,6443839380.0,Younger than 30,4164850969.2066703,3911075016.0,28457390736.2395,28225652448.0,7310344869.43333,2935935172.0,0.0413569211144811,0.0246327660326917,0.0303684277879066,0.178223734820941
64,76,2006-05,12612626899.31,13610434134.0,Age 45-64,16052239303.2033,16023568808.0,92806083646.7965,101457439800.0,3951789463.3470397,2724645516.0,0.0113675190337852,0.00639325074486963,-0.0113861835074307,0.633716046699912
65,76,2006-05,12944184997.4107,14064037632.0,Age 30-44,11915414367.4134,11938133808.0,101288492799.142,114049565028.0,6097916696.78872,4849225476.0,0.0176563176529076,-0.0497893376486734,-0.0668978334756167,0.838469819353933
66,76,2006-05,2059586685.10719,2290454064.0,Age 65 and older,4722664680.68464,4761431760.0,11215251269.4462,13011083664.0,144263449.995602,106237800.0,0.0506281536540323,0.0541414880760456,0.00851912790237219,0.626905880688239
67,76,2006-05,6460285985.34545,6985896324.0,Younger than 30,4235791804.4369397,4236980004.0,27775892826.1065,31603681104.0,8161487536.21733,4883878176.0,0.0927529648908334,0.0621692314948283,0.0666642116266614,0.40932743866563104
68,77,2006-06,12881375084.3671,14068058136.0,Age 45-64,15989221001.9242,16292907336.0,92516154722.8224,101643178896.0,4251178474.7918296,3424022724.0,0.000178999165729499,-0.0171392465801434,-0.10942727868672401,0.602181571726546
69,77,2006-06,13503991276.4538,14470480764.0,Age 30-44,11853752799.4203,11958671496.0,104668552034.777,120366526332.0,5174101632.85625,5392777536.0,-0.0501124982596368,-0.0521381260406996,-0.151198038035809,0.357013320454758
70,77,2006-06,2147117439.90955,2354665224.0,Age 65 and older,4754199033.40894,4756086600.0,12588146396.2651,13749111144.0,151692262.98445502,121866528.0,0.0343850209917498,0.0780706838562732,0.0683865459477118,0.4637748464452
71,77,2006-06,6685738460.79159,7081090140.0,Younger than 30,4149165458.4844103,4233046332.0,27673053195.5999,32268341616.0,9638757329.18977,7701584232.0,-0.0101311005158921,-0.0078771888984982,-0.0433491711883759,0.297788985258535
72,78,2006-07,13528208933.3755,14991257448.0,Age 45-64,16200544015.4113,16370261984.0,92018604990.3212,89390736408.0,3854698995.7012296,3678793044.0,-0.0367678658487429,0.00814019397810539,-0.20858208399271105,0.35975287603135797
73,78,2006-07,13607730401.6256,14896241420.0,Age 30-44,11934449216.7356,12294298808.0,104809898477.923,102901009416.0,5225472711.250461,5011491216.0,-0.0845896447340992,0.0144270443184678,-0.28455625765136605,0.119116585116857
74,78,2006-07,2298677798.18416,2467088040.0,Age 65 and older,4981994518.91648,4846999776.0,13190204159.4322,12268551816.0,131334581.35506599,134546208.0,0.0853021481046872,0.0810257119999207,-0.119362154266767,0.620401110618453
75,78,2006-07,7189847331.6801405,7649736912.0,Younger than 30,4288486700.56374,4651442448.0,27053420216.0616,28183284960.0,9888433756.36049,8853378936.0,0.0519860575814692,0.0880896504106388,-0.141764822031212,0.19809546132958603
76,79,2006-08,13160597500.1567,14788687056.0,Age 45-64,16685875781.3048,18392680464.0,98919373493.4133,100834020876.0,2384256601.89783,6485611392.0,0.0454058097313585,-0.04665873349384,-0.204887893912455,0.0473000290635905
77,79,2006-08,13636088655.3107,14839471884.0,Age 30-44,12273030289.8916,13328458732.0,107101437611.256,116917303596.0,3592382715.29931,7128938592.0,0.0035377286640871897,-0.105030482692351,-0.22727730737710602,0.0174806781452355
78,79,2006-08,2210562334.26355,2476370736.0,Age 65 and older,5459868730.20269,6058394736.0,13320557579.1542,13153808016.0,116453021.948699,263525232.0,0.10128000418217402,0.13542244948482698,-0.0659158086976017,0.215064329628678
79,79,2006-08,6736340234.64587,7579314156.0,Younger than 30,4451980893.6689,5151908832.0,28279909810.8058,32339243352.0,6194719106.21951,18837724368.0,0.0927055958797522,-0.0305789501517133,-0.12065570276589699,0.0578678307472189
80,80,2006-09,13161599329.9123,12804221700.0,Age 45-64,19649002074.0689,19550680932.0,100283206622.66199,94637917380.0,2384147015.2782197,4554894960.0,0.119594816648637,-0.0223785108279982,-0.146492291921815,-0.0365556264714911
81,80,2006-09,13418695914.838999,12906365880.0,Age 30-44,12817417419.6702,13346886528.0,113581211382.434,101788723920.0,3698998161.06523,5621822388.0,0.0418166217309008,-0.09911157868771901,-0.253312696227306,-0.0266571380350034
82,80,2006-09,2239103404.79234,2133091080.0,Age 65 and older,6693116435.3599205,6912217008.0,14163070917.9595,12579821016.0,101080604.74664201,189997608.0,0.1536669892621,0.144119306318566,-0.0017719849977621,-0.0457222524983205
83,80,2006-09,6784449651.917379,6781894824.0,Younger than 30,4437608858.7963295,4677949392.0,27212665940.19,26869881024.0,5852560717.84894,12314005176.0,0.13998357147593,0.0209382354354017,-0.175827769458462,-0.0246926549724694
84,81,2006-10,13267580113.6157,12263396036.0,Age 30-44,12280256983.0703,12766195872.0,110440682573.269,110538390588.0,3401532394.67198,3897634608.0,0.0876035060593718,0.021197884425554002,-0.109946339249114,-0.142943853431021
85,81,2006-10,13278388804.0589,11905980624.0,Age 45-64,16768843767.5039,17475275184.0,101604901977.989,101956359732.0,2524596743.26126,2604924888.0,0.13486778072627098,0.0619315354887424,-0.0422551818018618,-0.0189051233123352
86,81,2006-10,2291307347.0837197,2061517560.0,Age 65 and older,5143567124.30249,5465230032.0,13818714898.1395,12671348352.0,98184749.2750702,99938952.0,0.22246441774694198,0.0836536439022084,0.0292711501603744,-0.0170402975607787
87,81,2006-10,6752821947.6323,6532915176.0,Younger than 30,4464344645.616421,4672183640.0,26572472219.288998,26755790640.0,6548299256.43612,7139563152.0,0.162897621148587,0.0729052790545237,-0.108662968147646,-0.0789010863235738
88,82,2006-11,13071293505.8983,11317860624.0,Age 45-64,16526515277.1819,17518390176.0,100205417233.914,94994049684.0,2560415192.04278,1743583080.0,0.0958130712019212,0.0378074794293344,-0.0275638113132688,-0.0555036734795761
89,82,2006-11,13114754120.0175,11761494456.0,Age 30-44,12204878937.7765,12900727080.0,106115273295.015,102906252192.0,3733625881.5117297,3085769496.0,0.0467412174384272,-0.00653348359528483,-0.097482298482369,-0.17185893115897802
90,82,2006-11,2314580676.49845,1961652720.0,Age 65 and older,4794163165.350161,5054198520.0,14934401264.6323,13897081344.0,99790874.8920083,60032640.0,0.22189089869922698,-0.053830594859705996,0.20163409936527,-0.265648665366886
91,82,2006-11,6618535936.40493,6002973900.0,Younger than 30,4545421273.37303,4727147912.0,27259809593.3863,27326165856.0,6939108964.83331,5768170776.0,0.0976051328652274,0.0944293757016006,-0.0814089325619263,-0.0626590725111141
92,83,2006-12,12928409980.296001,12113141352.0,Age 30-44,12651243952.053999,12706620632.0,110994827620.50099,112140684264.0,3541773976.15525,2309133960.0,-0.008958148328399921,0.12027720705148601,0.0291159084749013,-0.265738838259288
93,83,2006-12,13123401001.3057,12316579944.0,Age 45-64,17114803958.0712,16937762416.0,103949097086.111,100205664768.0,2544344568.3340898,1279797000.0,0.072431150291288,0.140091294083523,0.0914946536106627,-0.0713346330150986
94,83,2006-12,2204516374.91747,1861612584.0,Age 65 and older,5326390556.04885,4887844224.0,14582907565.8094,13266816288.0,106207597.615758,78833808.0,0.0211312445499903,0.240247739972293,0.200689167729983,0.38843874390740296
95,83,2006-12,6721825038.40284,6192369576.0,Younger than 30,4789441140.78882,4735895272.0,27331949187.5073,28528740888.0,6694247975.35797,3926020944.0,0.0710268953795823,0.21640078834788,-0.0152412187083136,-0.126031898160705
96,84,2007-01,12862446084.7667,11322766512.0,Age 45-64,17656832698.7075,15854238984.0,102776904545.836,95583676920.0,2546202501.08755,2012869452.0,0.0229073787191558,0.133160631106414,0.19542876847276397,0.22614112513869397
97,84,2007-01,12950288505.7598,11457094512.0,Age 30-44,12510730192.606,11341993808.0,109250364515.077,93851736096.0,3149933200.99657,3033075216.0,0.006029667971105821,0.067188532268122,0.12493965609877199,-0.077034713698521
98,84,2007-01,2160972861.87725,2051541768.0,Age 65 and older,5384313310.87084,4818236328.0,14349642928.4883,14266894872.0,114625828.63836299,96899112.0,0.0280010541589177,0.16046558821242599,0.288905932771031,-0.0207204119633529
99,84,2007-01,6543524401.45796,5645329848.0,Younger than 30,4513746050.23263,4008767676.0,26890679801.9109,19249049064.0,6407445795.1717,4794921840.0,0.0668458373119729,0.0748465729408627,0.0161885972743669,0.107270003138805
100,85,2007-02,13231176273.1471,12187794888.0,Age 30-44,13249198910.3059,11270373568.0,98819324865.6895,83895926280.0,3115268304.47206,2260388328.0,0.0385790862706519,0.0206789319326599,-0.0283216983373751,-0.21756174303951897
101,85,2007-02,13548708281.6613,12379605372.0,Age 45-64,19394867095.2369,16792968456.0,93749018258.2432,85837008324.0,2558834228.83525,1591039224.0,0.126298655922517,-0.0037906006730893398,0.0795313427334998,-0.0402411615315209
102,85,2007-02,2335731555.41303,2163563400.0,Age 65 and older,6804545816.4895,6114589752.0,13225463369.121,13075393776.0,111053592.53150801,81454728.0,0.12844408148918599,-0.079295294852639,0.153013007010882,0.19859055697896802
103,85,2007-02,6825676853.85155,6284089560.0,Younger than 30,4740344150.54049,3862562368.0,25484990810.401,19209559776.0,6021599278.91548,3097402440.0,0.10605059926466999,0.0913196052861109,-0.0348900807978477,-0.0839784496917363
104,86,2007-03,13003015242.3053,14473658316.0,Age 45-64,17547352118.4773,17806775664.0,90498167820.7304,100042000236.0,2732590510.54522,1887968040.0,0.0515831607593333,0.11823423167834801,-0.0350137785505507,-0.00723116037795857
105,86,2007-03,13157796487.234,14615277660.0,Age 30-44,12697218465.1236,12600410952.0,93610322574.1426,97740425772.0,3291171532.1117,2428917096.0,0.043013004594874,0.0480680682079058,-0.144389931072294,-0.27552416151464504
106,86,2007-03,2232126367.71608,2577148176.0,Age 65 and older,5794237914.36613,5915055192.0,13529630631.4426,15809678160.0,134553892.010584,85019640.0,0.0386050639964459,0.26693832586697896,0.11741394883140899,0.226079664192923
107,86,2007-03,6779717511.38432,7315197936.0,Younger than 30,4672939705.937389,4394908360.0,24346142149.5412,23813409072.0,6552999023.1887,2918125320.0,0.0898631230219675,0.0848044472019343,-0.11862599289351199,-0.0689403175916855
108,87,2007-04,13049795975.3429,13274789208.0,Age 45-64,17652336846.883,17606636388.0,88213329515.2355,91292498544.0,2717194794.34014,1791744336.0,0.0396555616663681,0.14276675407339,0.0115900564077163,-0.0750867204116583
109,87,2007-04,13263664671.335,13476859320.0,Age 30-44,12577714457.7487,12306860864.0,89064605211.285,91627202568.0,3281303762.35366,2292548232.0,0.03383939548992299,0.11008887946682401,-0.0955058224238745,-0.25391830218978895
110,87,2007-04,2266138963.26564,2358705624.0,Age 65 and older,5620890145.36209,5731075488.0,14148632286.5973,15247406880.0,131898140.204167,93060120.0,0.0774733495023294,0.237241812515183,0.20832017863039703,0.00053981343407794
111,87,2007-04,6640834625.89569,6626182656.0,Younger than 30,4776192158.935229,4562149200.0,22419059923.9549,22931414664.0,6439530921.372789,2658395664.0,0.0282973030901339,0.16646936745945598,-0.18756830488696602,-0.0945318924773588
112,88,2007-05,13465368561.6701,14505128148.0,Age 30-44,12103125185.1867,12152513744.0,86150745162.0734,96590217168.0,2977949050.65772,2376405120.0,0.0313630073767994,0.017957575233102,-0.15308561550159,-0.5099413026345321
113,88,2007-05,13899443970.9757,14884257264.0,Age 45-64,16445273414.9283,16544426080.0,87774935259.9578,95390197176.0,2448842857.43221,1607681616.0,0.0935916604465896,0.0325056969668303,-0.0598008646380214,-0.40994833766111105
114,88,2007-05,2330807538.09825,2572665096.0,Age 65 and older,5100654763.991671,5196847536.0,13907790667.0334,15529749228.0,96253276.73696421,69429216.0,0.123211827923391,0.0914463963671297,0.19357846195154502,-0.346473515076555
115,88,2007-05,6873463548.00714,7411992600.0,Younger than 30,4545295543.0635605,4573682368.0,21916050377.5357,24985491336.0,5856758070.5429,3434251944.0,0.0609937875167355,0.079467536708252,-0.209411990527975,-0.29681867150651897
116,89,2007-06,12842326291.1013,13950264144.0,Age 45-64,16520047925.2368,16659373536.0,83048133218.6907,88557914784.0,2431997186.37268,1769915688.0,-0.008373152204892209,0.0224923761267748,-0.128737257670666,-0.48308880207069604
117,89,2007-06,12889397487.6968,13783977096.0,Age 30-44,12085367417.9651,12026649520.0,82053516325.486,90745495680.0,2881090246.9414,2806340520.0,-0.0474416627336874,0.00568441268938091,-0.24609026740788398,-0.47961129468701297
118,89,2007-06,2305334956.76189,2441275368.0,Age 65 and older,5082626282.26198,5047735392.0,12645349447.035,13347539880.0,114694438.77601202,85766328.0,0.0367823600218085,0.0613211693832487,-0.0292070709003791,-0.296227361133978
119,89,2007-06,6686207037.78942,7050773520.0,Younger than 30,4555983617.510321,4588283328.0,20578446766.8958,23114809632.0,5861353253.14142,4250260680.0,-0.0042813492556387205,0.0839199404255422,-0.28366911733267697,-0.448131637340248
120,90,2007-07,13141574451.1315,14492004384.0,Age 45-64,16602714886.7967,17034157032.0,77046220613.2797,75588010008.0,2379505444.06181,2172053016.0,-0.0333029477835167,0.0405549433875205,-0.154408912541017,-0.409574556105418
121,90,2007-07,13154127558.3235,14276643432.0,Age 30-44,11894468534.8522,12402261600.0,80010236412.0115,80046837816.0,2939645372.09581,2852692248.0,-0.0415942498869625,0.008781533106202671,-0.22209861428673602,-0.43076977988261894
122,90,2007-07,2268726780.49337,2483669880.0,Age 65 and older,5071863647.73139,5062393752.0,11862158773.0788,11212467024.0,110552893.12468301,116121720.0,0.00672121940163928,0.0444386189301116,-0.0860806399841512,-0.136937995309388
123,90,2007-07,6655007694.06185,7068820692.0,Younger than 30,4455566414.95675,4886775312.0,19989351056.6113,21271736856.0,5914992756.03032,5152542240.0,-0.0759393723840003,0.0505935237576007,-0.24523571733420801,-0.41801403992226005
124,91,2007-08,13092167234.3585,14277570672.0,Age 30-44,11542684571.7471,12537987504.0,70302887463.8893,76399808448.0,3005667183.80385,5997690048.0,-0.0378653105981382,-0.0593070244575372,-0.3465483200673661,-0.15868400735973098
125,91,2007-08,13372149416.8103,14997390492.0,Age 45-64,16089524616.1969,17535812796.0,68751256577.0071,70440982944.0,2179875824.61376,6051657816.0,0.0141123708419624,-0.0465874275191779,-0.301416502763245,-0.0669102031822754
126,91,2007-08,2352544815.5809,2624103840.0,Age 65 and older,4670174097.35608,5143249848.0,11081410454.6618,10743274632.0,114076755.54295701,259893120.0,0.0596571029742616,-0.15105402138326401,-0.183257455260703,-0.0137827864619809
127,91,2007-08,6775508340.11196,7553421720.0,Younger than 30,4366186814.32435,5057435280.0,18201190047.6184,20529327120.0,5813758305.829929,18318474504.0,-0.00341619775445023,-0.0183375822594525,-0.36518839057097596,-0.0275643625448762
128,92,2007-09,13292699261.6679,12476106672.0,Age 30-44,11430235636.805,11603913672.0,62256281933.649,54244874520.0,3367142447.40513,5022242376.0,-0.0333369758768995,-0.130590220598899,-0.46708365690257303,-0.106652250928423
129,92,2007-09,13467128134.8989,12810019896.0,Age 45-64,16447620163.8155,16027870584.0,60679407576.7118,52695827856.0,2206030150.66107,4216675920.0,0.000452834708414951,-0.18018862669043698,-0.44318483209631304,-0.0742539713802752
130,92,2007-09,2527308435.51644,2355503880.0,Age 65 and older,5080331408.87276,5052380184.0,10101002368.0395,8138924880.0,96333420.9371504,187708248.0,0.10426784026493599,-0.269065167058193,-0.353017434059811,-0.0120494148536859
131,92,2007-09,6641801803.65808,6553694928.0,Younger than 30,4331579973.21286,4490950416.0,16707279084.9842,16088519640.0,5959670555.03868,12315566220.0,-0.0336483979657777,-0.0399745615717426,-0.4012433614562771,0.00012676980216341798
132,93,2007-10,14010754950.6778,13242969648.0,Age 30-44,11833388037.7929,12519576312.0,57536079649.3215,60250594656.0,2284944740.17306,2720909280.0,0.0798778420858626,-0.0193181714014673,-0.45493511950461896,-0.301907553259287
133,93,2007-10,14178521987.8644,12977413056.0,Age 45-64,16966563367.9534,17916615312.0,60042046846.5649,63295114896.0,1936244105.54988,2123351640.0,0.0899911116804788,0.0252551174933189,-0.379194048685379,-0.18487030095126503
134,93,2007-10,2884062807.0649,2720332992.0,Age 65 and older,5510492397.39415,5952324576.0,9808220692.51823,9208521168.0,110753906.466768,114815712.0,0.319577889988965,0.0891260827353955,-0.27328008731236897,0.14885847512189201
135,93,2007-10,6849556819.25467,6704065032.0,Younger than 30,4352500961.05528,4629581592.0,16194848441.85,17142138384.0,5122928488.32744,5780762160.0,0.0261980833041815,-0.00911823063530093,-0.359311088405198,-0.19031990656450198
